,decile_score,Race,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,days_in_jail,c_charge_degree,influences,prediction
5418,1,Non-White,1,0,0,0,3,1.0,1.0,False,0.00012202217476442456,0.62586653
4293,1,Non-White,1,0,0,0,3,1.0,1.0,False,0.00012202217476442456,0.8537495
1859,1,White,1,0,0,0,3,1.0,1.0,False,0.00012202217476442456,0.9592748
3237,1,White,1,0,0,0,3,1.0,1.0,False,0.00012202217476442456,0.86129373
755,1,Non-White,1,0,0,0,3,1.0,1.0,False,0.00012202217476442456,0.847511
784,1,Non-White,1,0,0,0,3,1.0,1.0,False,0.00012202217476442456,0.6484779
403,1,White,1,0,0,0,3,1.0,1.0,False,0.00012202217476442456,0.91700584
1931,1,Non-White,1,0,0,0,3,1.0,1.0,False,0.00012202217476442456,0.7705417
1841,1,Non-White,1,0,0,0,3,1.0,1.0,False,0.00012202217476442456,0.8430639
4080,1,White,1,0,0,0,2,0.0,16.0,False,0.00013612760812975466,0.80926126
4666,0,Non-White,0,0,8,2,12,1.0,76.0,False,-0.00015564134810119867,0.8533824
922,1,White,1,0,0,0,2,0.0,13.0,False,0.00015676493057981133,0.953554
1243,1,White,0,0,0,0,7,18.0,18.0,True,0.0001762185711413622,0.62732995
4626,0,White,1,0,0,2,14,0.0,1.0,False,-0.00018062442541122437,0.76215065
3766,1,Non-White,1,0,0,0,2,0.0,9.0,False,0.0001834227005019784,0.62130517
304,1,Non-White,1,0,0,0,1,0.0,95.0,False,0.00019069871632382274,0.8440466
586,1,White,1,0,0,0,2,0.0,2.0,False,0.0002277725434396416,0.8627195
2935,1,White,1,0,0,0,2,0.0,1.0,False,0.00023387459805235267,0.7183962
5336,1,Non-White,1,0,0,0,2,0.0,1.0,False,0.00023387459805235267,0.9013108
5140,1,Non-White,1,0,0,0,2,0.0,1.0,False,0.00023387459805235267,0.89228654
2355,1,White,1,0,0,0,2,0.0,1.0,False,0.00023387459805235267,0.7025435
1642,1,Non-White,1,0,0,0,2,0.0,1.0,False,0.00023387459805235267,0.74442345
2237,1,Non-White,1,0,0,0,2,0.0,1.0,False,0.00023387459805235267,0.8876493
4484,1,White,1,1,6,0,13,1.0,1.0,False,0.0002370886504650116,0.75389826
4374,1,Non-White,1,0,0,0,2,0.0,0.0,False,0.00023991940543055534,0.8519322
2161,1,Non-White,1,0,0,0,2,0.0,0.0,False,0.00023991940543055534,0.92522186
5828,1,Non-White,1,0,0,0,2,0.0,0.0,False,0.00023991940543055534,0.8769116
4291,1,Non-White,1,0,0,0,2,0.0,0.0,False,0.00023991940543055534,0.9137523
3738,1,White,0,0,0,0,2,12.0,11.0,True,0.00029906758572906256,0.8712189
3954,1,Non-White,1,0,0,0,0,1.0,280.0,False,-0.00031293212668970227,0.7411133
108,1,White,1,0,0,0,6,4.0,0.0,False,-0.0003249277360737324,0.7453466
3069,1,Non-White,1,0,0,0,13,13.0,1.0,False,-0.00037036952562630177,0.90634274
1515,1,Non-White,1,0,0,0,3,0.0,0.0,False,-0.0003769915783777833,0.5232713
374,1,Non-White,1,0,0,0,3,0.0,0.0,False,-0.0003769915783777833,0.9574041
4950,1,Non-White,1,0,0,0,3,0.0,0.0,False,-0.0003769915783777833,0.33787894
3037,1,Non-White,1,0,0,0,3,0.0,0.0,False,-0.0003769915783777833,0.85559946
3171,1,White,1,0,0,0,3,0.0,0.0,False,-0.0003769915783777833,0.9147625
288,1,Non-White,1,0,0,0,3,0.0,0.0,False,-0.0003769915783777833,0.7289327
5195,1,Non-White,1,0,0,0,3,0.0,0.0,False,-0.0003769915783777833,0.7705417
338,1,Non-White,1,0,0,0,3,0.0,1.0,False,-0.00038659328129142523,0.8769116
97,1,Non-White,1,0,0,0,3,0.0,1.0,False,-0.00038659328129142523,0.94467485
1978,1,Non-White,1,0,0,0,3,0.0,1.0,False,-0.00038659328129142523,0.73634946
5589,1,White,1,0,0,0,5,4.0,1.0,False,0.0003918401198461652,0.953554
5399,1,Non-White,1,0,0,0,2,1.0,51.0,False,0.0003966384974773973,0.93769014
4948,1,White,1,0,0,0,9,2.0,1.0,True,0.00039964914321899414,0.95908463
1020,1,White,1,0,0,0,0,0.0,158.0,False,0.0004178652889095247,0.8769116
5362,1,Non-White,0,0,0,0,1,18.0,17.0,False,0.00041868467815220356,0.8638662
2191,1,Non-White,1,0,0,0,3,1.0,60.0,False,-0.0004212298081256449,0.9018588
5032,1,Non-White,1,0,0,0,2,1.0,47.0,False,0.0004229485639370978,0.9518034
841,1,Non-White,1,0,0,0,2,1.0,47.0,False,0.0004229485639370978,0.9204084
4397,1,White,1,0,0,0,1,0.0,62.0,False,0.00043493538396432996,0.41406563
996,1,White,1,0,0,0,2,1.0,43.0,False,0.00044824619544669986,0.60164285
4657,1,Non-White,1,0,0,0,8,1.0,9.0,True,0.00045107014011591673,0.91700584
4357,1,White,1,0,0,0,8,1.0,4.0,True,0.0004780283197760582,0.61851084
4431,1,Non-White,1,0,0,0,8,1.0,3.0,True,0.0004832532722502947,0.8763863
5649,1,White,1,0,0,0,3,0.0,11.0,False,-0.00048674538265913725,0.27204373
2954,1,Non-White,1,0,0,0,8,1.0,2.0,True,0.0004884232766926289,0.6936474
4646,1,Non-White,1,0,0,0,8,1.0,1.0,True,0.0004935385659337044,0.66945165
6103,1,White,1,0,0,0,8,1.0,1.0,True,0.0004935385659337044,0.9173748
2313,1,Non-White,1,0,0,0,8,1.0,1.0,True,0.0004935385659337044,0.56202585
4772,1,Non-White,1,0,0,0,8,1.0,1.0,True,0.0004935385659337044,0.8802629
124,1,Non-White,1,0,0,0,8,1.0,1.0,True,0.0004935385659337044,0.939471
5874,1,Non-White,1,0,0,0,1,0.0,52.0,False,0.0004949216381646693,0.91626334
1245,0,White,1,0,0,0,1,1.0,170.0,False,-0.0005010794848203659,0.36131203
33,0,Non-White,1,2,1,3,21,0.0,33.0,False,0.0005339435301721096,0.91626334
4858,1,Non-White,0,0,0,2,6,1.0,1.0,True,-0.0005581412115134299,0.94442046
5954,1,Non-White,1,0,0,0,4,1.0,1.0,False,-0.0005633920663967729,0.8607123
5582,1,Non-White,1,0,0,0,4,1.0,1.0,False,-0.0005633920663967729,0.7795588
4601,1,White,1,0,0,0,4,1.0,1.0,False,-0.0005633920663967729,0.902288
1120,1,Non-White,1,0,0,0,4,1.0,1.0,False,-0.0005633920663967729,0.6898581
404,1,White,1,0,0,0,4,1.0,1.0,False,-0.0005633920663967729,0.8043643
6157,1,Non-White,1,0,0,0,4,1.0,1.0,False,-0.0005633920663967729,0.54917663
4897,1,White,1,0,0,0,4,1.0,1.0,False,-0.0005633920663967729,0.34384772
1773,1,Non-White,1,0,0,0,4,1.0,1.0,False,-0.0005633920663967729,0.9373438
349,1,Non-White,1,0,0,0,7,0.0,1.0,True,0.0005712069105356932,0.84631914
4682,1,Non-White,1,0,0,0,4,1.0,2.0,False,-0.0005744151421822608,0.73289794
5529,1,Non-White,1,0,0,0,4,1.0,3.0,False,-0.0005855191266164184,0.79443663
1169,1,Non-White,1,0,0,0,2,1.0,15.0,False,0.0005988851189613342,0.9468298
2997,1,Non-White,0,0,2,1,3,1.0,1.0,True,0.0006056147394701838,0.89215225
2575,1,White,1,0,0,0,4,1.0,5.0,False,-0.0006079738377593458,0.92842615
2142,1,Non-White,1,0,0,0,2,1.0,12.0,False,0.0006124658975750208,0.9173748
1736,1,Non-White,1,0,0,0,2,1.0,10.0,False,0.0006212631706148386,0.9510257
6085,1,White,1,0,0,0,2,1.0,10.0,False,0.0006212631706148386,0.9574041
3498,1,White,1,0,0,0,2,1.0,9.0,False,0.0006255853222683072,0.38254684
2135,1,Non-White,1,0,0,0,2,1.0,8.0,False,0.0006298570660874248,0.7396309
4753,1,White,1,0,0,0,2,1.0,8.0,False,0.0006298570660874248,0.7453466
256,1,Non-White,1,0,0,0,2,1.0,8.0,False,0.0006298570660874248,0.8797499
322,1,Non-White,1,0,0,0,2,1.0,5.0,False,0.0006423749728128314,0.3658254
5096,1,White,1,0,0,0,2,1.0,5.0,False,0.0006423749728128314,0.34716755
921,1,Non-White,1,0,0,0,1,0.0,19.0,False,0.0006529603851959109,0.9173485
4691,1,Non-White,1,0,0,0,2,1.0,2.0,False,0.0006544511415995657,0.8962552
2629,1,White,1,0,0,0,2,1.0,2.0,False,0.0006544511415995657,0.8769116
1227,1,Non-White,1,0,0,0,2,1.0,2.0,False,0.0006544511415995657,0.59434485
1091,1,Non-White,1,0,0,0,2,1.0,2.0,False,0.0006544511415995657,0.7756131
3158,1,Non-White,1,0,0,0,2,1.0,2.0,False,0.0006544511415995657,0.90634274
4436,1,Non-White,1,0,0,0,2,1.0,1.0,False,0.0006583799258805811,0.9570061
3971,1,Non-White,1,0,0,0,2,1.0,1.0,False,0.0006583799258805811,0.8519322
323,1,Non-White,1,0,0,0,2,1.0,1.0,False,0.0006583799258805811,0.7705417
1115,1,White,1,0,0,0,2,1.0,1.0,False,0.0006583799258805811,0.754716
3852,1,Non-White,1,0,0,0,2,1.0,1.0,False,0.0006583799258805811,0.88948417
178,1,Non-White,1,0,0,0,2,1.0,1.0,False,0.0006583799258805811,0.97460437
3380,1,White,1,0,0,0,2,1.0,1.0,False,0.0006583799258805811,0.96312964
1546,1,Non-White,1,0,0,0,2,1.0,1.0,False,0.0006583799258805811,0.8119854
4723,1,Non-White,1,0,0,0,2,1.0,1.0,False,0.0006583799258805811,0.7025007
2453,1,Non-White,1,0,0,0,2,1.0,1.0,False,0.0006583799258805811,0.9529043
5723,1,Non-White,1,0,0,0,2,1.0,1.0,False,0.0006583799258805811,0.9059295
3680,1,Non-White,1,0,0,0,2,1.0,1.0,False,0.0006583799258805811,0.7705417
3299,1,Non-White,1,0,0,0,2,1.0,1.0,False,0.0006583799258805811,0.8802629
4390,1,Non-White,1,0,0,0,2,1.0,1.0,False,0.0006583799258805811,0.020701423
5109,1,White,1,0,0,0,2,1.0,1.0,False,0.0006583799258805811,0.936529
1381,1,Non-White,1,0,0,0,2,1.0,1.0,False,0.0006583799258805811,0.88880175
1975,1,White,1,0,0,0,2,1.0,1.0,False,0.0006583799258805811,0.9612483
1330,1,White,1,0,0,0,2,1.0,0.0,False,0.0006622608052566648,0.9225982
2119,1,White,0,0,1,1,1,1.0,1.0,True,0.0006624761736020446,0.7632109
5326,1,Non-White,1,0,0,0,7,1.0,198.0,True,-0.0006763502024114132,0.8769116
2540,1,White,0,0,0,0,3,21.0,26.0,False,0.000688674917910248,0.9274255
4963,1,White,1,0,0,0,1,0.0,9.0,False,0.0006900063017383218,0.5827573
3474,0,Non-White,1,0,0,0,0,1.0,749.0,True,0.0007021143101155758,0.73540527
1511,1,Non-White,1,0,0,0,3,1.0,83.0,False,-0.0007099148351699114,0.6173639
860,1,Non-White,1,0,0,0,1,0.0,2.0,False,0.0007132444297894835,0.9308558
5245,1,White,1,0,0,0,1,0.0,2.0,False,0.0007132444297894835,0.8407056
2595,1,White,1,0,0,0,1,0.0,2.0,False,0.0007132444297894835,0.9137523
1502,1,Non-White,1,0,0,0,1,0.0,2.0,False,0.0007132444297894835,0.6528473
1784,1,Non-White,1,0,0,0,1,0.0,1.0,False,0.0007163903210312128,0.25814137
98,1,White,1,0,0,0,1,0.0,1.0,False,0.0007163903210312128,0.88369226
5995,1,Non-White,1,0,0,0,1,0.0,0.0,False,0.0007194932550191879,0.8769116
1420,1,White,1,0,0,0,1,0.0,0.0,False,0.0007194932550191879,0.62813884
4999,1,White,1,0,0,0,1,0.0,0.0,False,0.0007194932550191879,0.45936704
6102,1,Non-White,1,0,0,0,4,1.0,17.0,False,-0.0007497362093999982,0.7705417
1294,0,Non-White,0,0,4,4,14,1.0,83.0,False,-0.0007758811116218567,0.921873
2710,1,White,0,0,0,0,1,8.0,3.0,True,-0.0007823404157534242,0.76215065
983,0,Non-White,1,2,1,0,9,1.0,1.0,True,-0.000793803483247757,0.7705417
3246,0,Non-White,0,0,0,4,8,1.0,215.0,False,-0.0007945296820253134,0.7705417
2209,0,White,1,0,0,0,3,1.0,2.0,False,-0.0008403945248574018,0.8797499
1173,1,Non-White,0,0,0,0,3,21.0,1.0,False,0.000840641965623945,0.8724165
2581,0,Non-White,1,0,0,0,2,0.0,19.0,False,-0.0008434227202087641,0.84942114
4172,1,Non-White,1,0,0,0,1,1.0,78.0,False,0.0008475810172967613,0.76215065
2765,0,Non-White,1,0,0,0,3,1.0,1.0,False,-0.0008970587514340878,0.29999185
1212,1,White,1,0,0,0,1,1.0,65.0,False,0.0009046546183526516,0.91588986
4754,1,Non-White,0,0,0,0,1,19.0,18.0,False,0.0009175330051220953,0.953554
1619,1,Non-White,1,0,0,0,1,1.0,61.0,False,0.0009203755180351436,0.6179717
4294,1,White,1,0,0,0,1,1.0,58.0,False,0.0009316212963312864,0.90634274
406,1,Non-White,1,0,0,0,4,1.0,32.0,False,-0.0009447145275771618,0.9574041
1288,1,Non-White,1,0,0,0,7,1.0,2.0,True,0.000953473849222064,0.9173748
1722,1,Non-White,1,0,0,0,7,1.0,1.0,True,0.0009556959848850965,0.8763863
1538,1,Non-White,1,0,0,0,7,1.0,1.0,True,0.0009556959848850965,0.67435235
4358,1,White,1,0,0,0,1,1.0,51.0,False,0.0009561030892655253,0.9155148
4199,1,Non-White,1,0,0,0,4,4.0,2.0,False,0.0009561106562614441,0.8228501
3990,1,White,1,0,0,0,4,1.0,33.0,False,-0.0009584467043168843,0.78714323
4123,1,Non-White,1,0,0,0,0,0.0,65.0,False,0.000963557162322104,0.8894528
6122,1,Non-White,1,0,0,0,5,0.0,151.0,True,0.0009746162686496973,0.76215065
2261,1,Non-White,1,0,1,0,3,0.0,1.0,False,0.0009815824450924993,0.8019221
5460,1,Non-White,1,0,0,0,0,0.0,58.0,False,0.0009845979511737823,0.74442345
5541,1,Non-White,1,0,1,0,3,0.0,0.0,False,0.0009879113640636206,0.92157066
1493,1,White,1,0,1,0,3,0.0,0.0,False,0.0009879113640636206,0.7306074
3881,1,White,1,0,0,0,1,1.0,39.0,False,0.0009926017373800278,0.8870736
2896,1,White,1,0,0,0,1,1.0,39.0,False,0.0009926017373800278,0.877435
5255,1,White,1,0,0,0,1,1.0,36.0,False,0.0010006992379203439,0.832151
580,1,White,1,0,0,0,3,3.0,1.0,False,0.0010082167573273182,0.7306074
3596,1,White,1,0,0,0,3,3.0,1.0,False,0.0010082167573273182,0.953554
2426,1,White,1,0,0,0,1,1.0,33.0,False,0.0010084027890115976,0.9314787
4569,1,Non-White,1,0,0,0,1,1.0,32.0,False,0.0010108834831044078,0.960627
1947,1,Non-White,0,0,0,0,2,14.0,1.0,True,0.0010230651823803782,0.8769116
1080,1,Non-White,0,0,0,0,0,6.0,0.0,True,-0.001023900113068521,0.56082964
2227,1,Non-White,1,0,0,0,0,0.0,42.0,False,0.0010245360899716616,0.7674752
1916,1,White,1,0,0,0,0,0.0,41.0,False,0.0010266753379255533,0.9512087
636,1,Non-White,1,0,0,0,0,0.0,37.0,False,0.0010348344221711159,0.7453466
5994,1,White,1,0,0,0,0,0.0,36.0,False,0.0010367764625698328,0.76968163
3731,1,White,1,0,0,0,2,2.0,2.0,False,0.001041964627802372,0.9588657
898,1,Non-White,1,0,0,0,2,2.0,1.0,False,0.0010438839672133327,0.9307221
1440,1,White,1,0,0,0,1,1.0,13.0,False,0.0010502587538212538,0.7705417
4970,1,White,1,0,0,0,1,1.0,11.0,False,0.0010535886976867914,0.8712189
3777,1,Non-White,1,0,0,0,1,1.0,6.0,False,0.0010612739715725183,0.76968163
4946,1,Non-White,1,0,0,0,1,1.0,4.0,False,0.001064100069925189,0.8481378
4007,1,Non-White,1,0,0,0,1,1.0,4.0,False,0.001064100069925189,0.9574041
6100,1,Non-White,1,0,0,0,1,1.0,3.0,False,0.0010654593352228403,0.8823866
1907,1,Non-White,1,0,0,0,1,1.0,3.0,False,0.0010654593352228403,0.6159793
2056,1,White,1,0,0,0,1,1.0,3.0,False,0.0010654593352228403,0.86902285
1875,1,Non-White,1,0,0,0,1,1.0,2.0,False,0.0010667850729078054,0.70177627
2323,1,White,1,0,0,0,1,1.0,2.0,False,0.0010667850729078054,0.924885
2461,1,White,1,0,0,0,1,1.0,2.0,False,0.0010667850729078054,0.8769116
6020,1,Non-White,1,0,0,0,1,1.0,2.0,False,0.0010667850729078054,0.47368965
1338,1,Non-White,1,0,0,0,1,1.0,2.0,False,0.0010667850729078054,0.587772
5141,1,White,1,0,0,0,1,1.0,1.0,False,0.001068075536750257,0.692614
3645,1,White,1,0,0,0,1,1.0,1.0,False,0.001068075536750257,0.9423649
4577,1,Non-White,1,0,0,0,1,1.0,1.0,False,0.001068075536750257,0.8752346
862,1,White,1,0,0,0,1,1.0,1.0,False,0.001068075536750257,0.56202585
2041,1,Non-White,1,0,0,0,1,1.0,1.0,False,0.001068075536750257,0.89400774
553,1,White,1,0,0,0,1,1.0,1.0,False,0.001068075536750257,0.7089072
2883,1,Non-White,1,0,0,0,1,1.0,1.0,False,0.001068075536750257,0.7863281
752,1,White,1,0,0,0,1,1.0,1.0,False,0.001068075536750257,0.90634274
3734,1,Non-White,1,0,0,0,1,1.0,1.0,False,0.001068075536750257,0.9137523
4278,1,Non-White,1,0,0,0,1,1.0,1.0,False,0.001068075536750257,0.7453466
5058,1,White,1,0,0,0,1,1.0,1.0,False,0.001068075536750257,0.73465365
3583,1,White,1,0,0,0,1,1.0,1.0,False,0.001068075536750257,0.4973116
1960,1,Non-White,1,0,0,0,1,1.0,1.0,False,0.001068075536750257,0.9173748
1936,1,Non-White,1,0,0,0,1,1.0,1.0,False,0.001068075536750257,0.8211313
4309,1,Non-White,1,0,0,0,1,1.0,1.0,False,0.001068075536750257,0.87346596
590,1,Non-White,1,0,0,0,1,1.0,1.0,False,0.001068075536750257,0.9137523
2650,1,White,1,0,0,0,1,1.0,1.0,False,0.001068075536750257,0.5768402
5181,1,White,1,0,0,0,1,1.0,1.0,False,0.001068075536750257,0.7453466
2688,1,Non-White,1,0,0,0,1,1.0,1.0,False,0.001068075536750257,0.5831198
1378,1,Non-White,1,0,0,0,1,1.0,1.0,False,0.001068075536750257,0.84135514
2816,1,Non-White,1,0,0,0,1,1.0,1.0,False,0.001068075536750257,0.7875068
909,1,White,1,0,0,0,1,1.0,1.0,False,0.001068075536750257,0.80250216
5823,1,White,1,0,0,0,1,1.0,1.0,False,0.001068075536750257,0.21194324
3109,1,Non-White,1,0,0,0,1,1.0,1.0,False,0.001068075536750257,0.7453466
2927,1,Non-White,1,0,0,0,1,1.0,1.0,False,0.001068075536750257,0.96781
130,1,Non-White,1,0,0,0,1,1.0,1.0,False,0.001068075536750257,0.70781505
5227,1,Non-White,1,0,0,0,1,1.0,1.0,False,0.001068075536750257,0.7425705
4204,1,White,1,0,0,0,1,1.0,1.0,False,0.001068075536750257,0.8434061
5319,1,Non-White,1,0,0,0,1,1.0,1.0,False,0.001068075536750257,0.9166353
4467,1,Non-White,1,0,0,0,1,1.0,0.0,False,0.0010693336371332407,0.6707575
2240,1,Non-White,1,0,0,0,0,0.0,7.0,False,0.0010773027315735817,0.82214075
4848,1,Non-White,1,0,0,0,0,0.0,1.0,False,0.001082208240404725,0.61107033
1472,1,Non-White,1,0,0,0,0,0.0,1.0,False,0.001082208240404725,0.7306074
5291,1,Non-White,1,0,0,0,0,0.0,1.0,False,0.001082208240404725,0.31241858
390,1,Non-White,1,0,0,0,0,0.0,1.0,False,0.001082208240404725,0.74442345
4251,1,Non-White,1,0,0,0,0,0.0,1.0,False,0.001082208240404725,0.75826126
2293,1,Non-White,1,0,0,0,0,0.0,1.0,False,0.001082208240404725,0.9574041
3694,1,Non-White,1,0,0,0,0,0.0,1.0,False,0.001082208240404725,0.95143366
2513,1,Non-White,1,0,0,0,0,0.0,1.0,False,0.001082208240404725,0.7416407
2159,1,Non-White,1,0,0,0,0,0.0,0.0,False,0.001082918606698513,0.939471
2354,1,Non-White,1,0,0,0,0,0.0,0.0,False,0.001082918606698513,0.71671
5383,1,White,1,0,0,0,0,0.0,0.0,False,0.001082918606698513,0.80926126
926,1,Non-White,1,0,0,0,0,0.0,0.0,False,0.001082918606698513,0.9137523
4181,1,Non-White,1,0,0,0,0,0.0,0.0,False,0.001082918606698513,0.8752346
1482,1,White,1,0,0,0,0,0.0,0.0,False,0.001082918606698513,0.7453466
1295,1,White,1,0,0,0,0,0.0,0.0,False,0.001082918606698513,0.95908463
2213,1,Non-White,1,0,0,0,0,0.0,0.0,False,0.001082918606698513,0.7510211
1762,1,Non-White,1,0,0,0,0,0.0,0.0,False,0.001082918606698513,0.9445851
358,1,White,1,0,0,0,0,0.0,0.0,False,0.001082918606698513,0.5079341
1677,1,Non-White,1,0,0,0,0,0.0,0.0,False,0.001082918606698513,0.95908463
5274,1,White,1,0,0,0,0,0.0,0.0,False,0.001082918606698513,0.8763863
4282,1,Non-White,1,0,0,0,0,0.0,0.0,False,0.001082918606698513,0.9015968
5684,1,White,1,0,0,0,0,0.0,0.0,False,0.001082918606698513,0.73540527
647,1,Non-White,1,0,0,0,0,0.0,0.0,False,0.001082918606698513,0.9173748
1999,1,Non-White,1,0,0,0,4,0.0,0.0,False,-0.0011545901652425528,0.9133686
2740,0,Non-White,1,0,0,0,3,1.0,39.0,False,0.0012083351612091064,0.9173748
4195,1,Non-White,1,0,0,0,4,0.0,4.0,False,-0.0012104937341064215,0.9546786
1474,1,White,1,0,0,0,4,0.0,7.0,False,-0.0012534016277641058,0.9173748
1719,1,White,1,0,0,0,0,1.0,116.0,False,0.0012594612780958414,0.9440743
1251,1,White,1,0,0,0,0,1.0,109.0,False,0.0012819265248253942,0.8331026
150,1,Non-White,1,0,0,0,2,1.0,188.0,False,-0.0013004714855924249,0.89400774
4916,1,White,1,0,0,0,3,1.0,121.0,False,-0.0013007958186790347,0.9592748
4052,1,Non-White,1,0,0,0,6,1.0,1.0,True,0.0013022299390286207,0.9611003
1042,1,Non-White,1,0,0,0,6,1.0,1.0,True,0.0013022299390286207,0.9012754
5257,1,Non-White,1,0,0,0,6,1.0,1.0,True,0.0013022299390286207,0.9610669
2218,1,White,1,0,0,0,6,1.0,10.0,True,0.0013023207429796457,0.7200958
5837,1,Non-White,1,0,0,0,6,1.0,9.0,True,0.0013024226063862443,0.7810017
4506,1,Non-White,1,0,0,0,7,2.0,2.0,True,0.001303433789871633,0.9173748
5115,1,Non-White,0,1,0,0,1,20.0,3.0,False,0.0013190757017582655,0.9533383
5706,1,Non-White,1,0,0,0,0,1.0,87.0,False,0.0013365482445806265,0.78714323
5077,1,White,1,0,0,0,0,1.0,79.0,False,0.0013508819974958897,0.7066009
2066,1,White,1,0,0,0,0,1.0,74.0,False,0.001358464010991156,0.6344649
4501,1,Non-White,0,0,0,0,6,22.0,22.0,False,-0.0013591726310551167,0.8050669
3335,1,Non-White,0,0,0,0,1,15.0,15.0,False,-0.0013605679851025343,0.9500583
3209,1,Non-White,1,0,0,0,0,1.0,1.0,False,0.00137129717040807,0.96190387
2735,1,White,1,0,0,0,0,1.0,1.0,False,0.00137129717040807,0.90634274
3982,1,White,1,0,0,0,0,1.0,1.0,False,0.00137129717040807,0.86129373
5984,1,Non-White,1,0,0,0,0,1.0,1.0,False,0.00137129717040807,0.83555144
5186,1,White,1,0,0,0,0,1.0,1.0,False,0.00137129717040807,0.9570061
5293,1,White,1,0,0,0,0,1.0,1.0,False,0.00137129717040807,0.7705417
5832,1,White,1,0,0,0,0,1.0,1.0,False,0.00137129717040807,0.6109199
5486,1,Non-White,1,0,0,0,0,1.0,1.0,False,0.00137129717040807,0.862187
3585,1,Non-White,1,0,0,0,0,1.0,1.0,False,0.00137129717040807,0.7705417
2052,1,Non-White,1,0,0,0,0,1.0,1.0,False,0.00137129717040807,0.9468298
5159,1,White,1,0,0,0,0,1.0,1.0,False,0.00137129717040807,0.90634274
5650,1,White,1,0,0,0,0,1.0,1.0,False,0.00137129717040807,0.962764
2938,1,White,1,0,0,0,0,1.0,1.0,False,0.00137129717040807,0.46997935
6045,1,White,1,0,0,0,0,1.0,1.0,False,0.00137129717040807,0.6692168
4364,1,Non-White,1,0,0,0,0,1.0,1.0,False,0.00137129717040807,0.89215225
2420,1,White,1,0,0,0,0,1.0,1.0,False,0.00137129717040807,0.92222214
5836,1,White,1,0,0,0,0,1.0,1.0,False,0.00137129717040807,0.8314471
