,decile_score,Race,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,days_in_jail,c_charge_degree,influences
5259,0,Non-White,1,0,0,0,15,1.0,1.0,True,0.02981262
1010,1,White,1,0,0,0,0,1.0,78.0,False,-0.030195475
5343,0,White,0,0,0,0,1,1.0,11.0,True,-0.030433804
241,1,White,1,0,0,0,3,1.0,14.0,False,-0.030683264
749,0,Non-White,0,0,3,1,6,1.0,136.0,False,-0.030733528
3687,0,Non-White,0,0,1,0,1,1.0,456.0,False,-0.03119533
3365,1,Non-White,1,0,0,0,4,3.0,3.0,False,-0.03122145
5888,1,Non-White,0,0,2,0,17,0.0,1.0,False,-0.03131026
6134,1,Non-White,0,0,0,2,1,1.0,16.0,True,-0.031483144
942,0,White,0,0,0,2,4,10.0,1.0,True,-0.031518653
3342,1,White,1,0,0,0,3,1.0,13.0,False,-0.031539917
3169,1,Non-White,1,0,0,0,3,1.0,13.0,False,-0.031539917
1233,1,Non-White,1,0,0,0,2,1.0,34.0,False,-0.031663015
2689,1,White,0,0,0,0,2,29.0,29.0,False,0.03231974
951,0,Non-White,1,0,0,1,12,1.0,2.0,True,-0.032441378
212,0,White,0,0,0,1,1,0.0,6.0,True,-0.032764494
5645,1,White,1,0,0,0,4,3.0,1.0,False,-0.03292814
5217,1,White,1,0,0,0,5,7.0,1.0,False,-0.033267975
3287,1,White,1,0,0,0,2,0.0,97.0,False,0.03377475
3471,1,Non-White,0,0,0,0,1,1.0,7.0,True,-0.033846304
2316,0,White,0,0,0,0,3,1.0,36.0,True,0.034132004
662,1,White,0,0,0,0,1,0.0,1.0,True,-0.03436601
5089,1,White,1,0,0,0,5,8.0,5.0,False,-0.03444232
3877,1,Non-White,1,0,1,0,10,1.0,1.0,True,0.034807444
5741,1,White,1,0,0,0,3,1.0,9.0,False,-0.03493747
1886,1,Non-White,0,0,0,0,1,0.0,0.0,True,-0.035210207
6048,1,Non-White,0,0,0,0,1,0.0,0.0,True,-0.035210207
5162,1,Non-White,0,0,0,0,1,0.0,0.0,True,-0.035210207
1995,0,White,0,0,0,0,1,0.0,0.0,True,-0.035210207
1853,0,Non-White,0,0,0,0,4,1.0,16.0,True,0.035349473
5685,1,Non-White,0,0,0,0,4,12.0,1.0,True,-0.035378084
116,1,Non-White,1,0,0,0,3,1.0,8.0,False,-0.035779506
3328,1,Non-White,1,0,0,0,2,1.0,29.0,False,-0.035900682
1258,1,White,1,0,0,0,14,1.0,28.0,True,0.036012262
1629,0,Non-White,0,0,3,0,18,1.0,18.0,True,-0.036129124
3793,1,Non-White,1,0,0,0,4,4.0,2.0,False,-0.036630407
3373,0,Non-White,1,0,0,0,2,1.0,28.0,False,-0.036739573
1703,1,White,1,0,0,0,1,1.0,49.0,False,-0.036860034
5039,1,Non-White,0,0,0,0,2,23.0,1.0,False,0.03691019
3517,1,White,1,0,0,0,5,1.0,42.0,False,0.037021697
988,1,Non-White,1,0,0,0,3,0.0,1.0,False,-0.03713277
653,1,Non-White,0,0,0,0,1,1.0,3.0,True,-0.037212506
4983,1,Non-White,1,0,0,0,5,0.0,37.0,False,0.03743519
4656,1,Non-White,1,0,0,0,3,1.0,6.0,False,-0.037455246
6127,0,Non-White,1,1,0,0,7,1.0,1.0,True,0.037561
5357,1,White,1,0,0,0,6,13.0,7.0,False,-0.037621766
397,1,White,0,0,0,1,1,0.0,0.0,True,-0.037818745
3467,1,White,1,0,0,0,3,0.0,0.0,False,-0.037967518
911,1,White,1,0,0,0,3,0.0,0.0,False,-0.037967518
5231,1,White,1,0,0,0,3,0.0,0.0,False,-0.037967518
2663,1,White,1,0,0,0,3,0.0,0.0,False,-0.037967518
2658,1,White,1,0,0,0,3,0.0,0.0,False,-0.037967518
6104,1,Non-White,1,0,0,0,3,0.0,0.0,False,-0.037967518
4953,1,Non-White,1,0,0,0,3,0.0,0.0,False,-0.037967518
317,1,Non-White,0,0,0,0,1,1.0,2.0,True,-0.038047016
243,0,Non-White,0,0,0,0,1,1.0,2.0,True,-0.038047016
2891,1,Non-White,0,0,0,0,1,1.0,2.0,True,-0.038047016
143,1,Non-White,0,0,0,0,1,1.0,2.0,True,-0.038047016
2115,1,Non-White,0,0,0,0,1,1.0,2.0,True,-0.038047016
160,1,White,1,0,0,0,8,0.0,71.0,True,-0.03840044
5406,1,Non-White,1,0,0,0,7,1.0,1.0,False,0.03840342
936,1,Non-White,1,0,0,0,7,1.0,1.0,False,0.03840342
4701,1,Non-White,1,0,0,0,7,1.0,1.0,False,0.03840342
3463,1,White,1,0,0,0,7,1.0,1.0,False,0.03840342
794,1,Non-White,1,0,0,0,1,1.0,128.0,False,0.038549468
4699,0,White,1,0,0,0,0,1.0,68.0,False,-0.03864807
1228,1,White,1,0,0,0,3,1.0,86.0,False,0.038859233
5108,1,Non-White,0,0,0,0,1,1.0,1.0,True,-0.038878486
3707,1,White,0,0,0,0,1,1.0,1.0,True,-0.038878486
5962,1,Non-White,0,0,0,0,1,1.0,1.0,True,-0.038878486
2131,1,Non-White,0,0,0,0,1,1.0,1.0,True,-0.038878486
167,1,Non-White,0,0,0,0,1,1.0,1.0,True,-0.038878486
1035,1,White,0,0,0,0,1,1.0,1.0,True,-0.038878486
4778,1,Non-White,0,0,0,0,1,1.0,1.0,True,-0.038878486
3449,1,White,0,0,0,0,1,1.0,1.0,True,-0.038878486
2618,1,White,0,0,0,0,1,1.0,1.0,True,-0.038878486
3355,1,Non-White,0,0,0,0,1,1.0,1.0,True,-0.038878486
3222,1,Non-White,0,0,0,0,1,1.0,1.0,True,-0.038878486
5442,1,White,0,0,0,0,1,1.0,1.0,True,-0.038878486
4074,1,Non-White,0,0,0,0,1,1.0,1.0,True,-0.038878486
2768,1,Non-White,0,0,0,0,1,1.0,1.0,True,-0.038878486
5707,0,Non-White,0,0,0,0,1,1.0,1.0,True,-0.038878486
6013,1,Non-White,0,0,0,0,1,1.0,1.0,True,-0.038878486
1746,1,Non-White,0,0,0,0,1,1.0,1.0,True,-0.038878486
5281,1,White,0,0,0,0,1,1.0,1.0,True,-0.038878486
3778,1,Non-White,0,0,0,0,1,1.0,1.0,True,-0.038878486
5564,1,Non-White,0,0,0,0,1,1.0,1.0,True,-0.038878486
2407,1,Non-White,0,0,0,0,1,1.0,1.0,True,-0.038878486
5620,1,Non-White,1,0,0,0,7,1.0,2.0,False,0.03947963
5770,1,Non-White,1,0,0,0,7,1.0,2.0,False,0.03947963
2103,1,Non-White,1,0,0,0,7,1.0,2.0,False,0.03947963
1869,1,Non-White,1,0,0,0,7,1.0,2.0,False,0.03947963
2150,0,Non-White,0,1,1,0,5,1.0,137.0,False,-0.039730065
5951,1,White,0,0,0,0,0,1.0,21.0,True,-0.03982617
3656,0,Non-White,0,0,0,2,1,1.0,6.0,True,-0.03989248
6160,0,Non-White,0,0,1,0,19,0.0,9.0,False,-0.040227596
772,1,White,0,0,0,1,3,1.0,45.0,True,0.0404405
2222,1,Non-White,1,0,0,0,7,1.0,3.0,False,0.04055889
5533,1,White,1,0,0,0,2,0.0,18.0,False,-0.04057294
6029,1,Non-White,0,0,0,0,0,1.0,20.0,True,-0.04065156
3267,1,White,1,0,0,0,3,1.0,2.0,False,-0.040772244
5219,1,Non-White,1,0,0,0,3,1.0,2.0,False,-0.040772244
2646,1,Non-White,1,0,0,0,3,1.0,2.0,False,-0.040772244
5852,1,Non-White,0,2,0,0,8,1.0,1.0,False,-0.04080484
104,0,White,1,0,0,0,13,1.0,471.0,False,-0.04080641
3268,1,Non-White,0,0,0,1,1,1.0,1.0,True,-0.04144776
2614,1,Non-White,1,0,0,0,6,1.0,25.0,False,0.04148528
2656,1,White,1,0,0,0,3,1.0,1.0,False,-0.04159437
3422,1,White,1,0,0,0,3,1.0,1.0,False,-0.04159437
2201,1,White,1,0,0,0,3,1.0,1.0,False,-0.04159437
1755,1,Non-White,1,0,0,0,3,1.0,1.0,False,-0.04159437
4040,1,Non-White,1,0,0,0,3,1.0,1.0,False,-0.04159437
5416,1,Non-White,1,0,0,0,3,1.0,1.0,False,-0.04159437
5110,0,Non-White,1,0,0,0,3,1.0,1.0,False,-0.04159437
682,1,Non-White,1,0,0,0,3,1.0,1.0,False,-0.04159437
3008,1,White,1,0,0,0,3,1.0,1.0,False,-0.04159437
2460,1,Non-White,1,0,0,0,3,1.0,1.0,False,-0.04159437
1984,1,Non-White,1,0,0,0,3,1.0,1.0,False,-0.04159437
3924,0,White,0,0,0,0,2,22.0,0.0,False,0.041634455
6049,1,White,1,0,0,0,7,1.0,4.0,False,0.04164134
4591,1,Non-White,0,0,0,0,5,1.0,1.0,True,0.041956365
4154,0,Non-White,0,0,0,0,5,1.0,1.0,True,0.041956365
5942,1,Non-White,0,0,0,0,5,1.0,1.0,True,0.041956365
1987,1,White,0,0,0,0,0,0.0,13.0,True,-0.041977793
3133,1,White,0,0,0,0,1,2.0,2.0,True,-0.04249166
4927,1,Non-White,0,0,0,0,1,22.0,22.0,False,0.042563498
1593,1,Non-White,1,0,0,0,6,1.0,26.0,False,0.042570293
1765,1,Non-White,0,0,2,1,13,0.0,14.0,False,-0.042663407
4453,1,White,1,0,0,0,7,1.0,5.0,False,0.042726815
3514,1,White,1,0,0,0,0,1.0,63.0,False,-0.04276663
4377,0,Non-White,1,0,3,0,19,1.0,1.0,False,-0.04279785
1456,1,Non-White,1,0,0,0,7,0.0,0.0,False,0.04314664
3620,1,Non-White,1,0,0,0,7,0.0,0.0,False,0.04314664
2380,1,Non-White,0,0,0,0,1,18.0,1.0,False,0.043154866
6010,1,Non-White,0,0,0,0,1,2.0,1.0,True,-0.043307766
4910,1,White,0,0,0,0,1,2.0,1.0,True,-0.043307766
2387,0,Non-White,0,0,0,0,1,2.0,1.0,True,-0.043307766
4878,1,Non-White,1,0,0,0,1,1.0,41.0,False,-0.043464616
4442,0,Non-White,0,1,2,0,5,1.0,2.0,False,-0.043872215
5863,1,Non-White,0,1,2,0,5,1.0,2.0,False,-0.043872215
1026,1,Non-White,1,0,0,1,3,1.0,1.0,False,-0.04413469
5659,1,Non-White,1,0,0,0,7,0.0,1.0,False,0.04423651
5333,0,Non-White,0,0,0,0,0,1.0,15.0,True,-0.04473582
5677,1,Non-White,1,0,0,0,1,0.0,34.0,False,-0.0447751
4384,1,White,0,0,0,2,1,1.0,0.0,True,-0.044800684
3611,1,Non-White,1,0,0,0,15,1.0,15.0,True,0.04481086
387,0,Non-White,0,1,1,0,10,1.0,1.0,False,-0.044884827
4939,1,White,1,0,0,0,3,2.0,2.0,False,-0.045166507
4056,0,Non-White,0,0,0,0,5,1.0,4.0,True,0.04522498
5273,1,White,0,0,0,0,1,18.0,3.0,False,0.04533775
4719,0,Non-White,0,0,1,0,18,0.0,0.0,False,-0.045407616
6154,1,Non-White,1,0,0,0,8,0.0,62.0,True,-0.045770526
424,1,Non-White,1,0,0,0,33,0.0,14.0,False,-0.045787588
133,0,Non-White,1,0,0,0,4,7.0,7.0,False,-0.045800745
3946,1,White,1,0,0,0,3,2.0,1.0,False,-0.045973435
1878,0,Non-White,0,0,0,0,17,1.0,130.0,False,-0.046676513
1249,0,Non-White,0,1,0,2,15,1.0,2.0,False,-0.04668695
708,0,Non-White,1,1,0,0,25,1.0,6.0,False,-0.046899553
4302,0,White,1,0,0,0,28,1.0,118.0,False,-0.047088616
965,1,Non-White,0,0,0,0,0,1.0,12.0,True,-0.04715234
4804,0,Non-White,0,0,1,0,17,1.0,15.0,False,-0.047519293
517,1,Non-White,0,0,0,0,5,0.0,1.0,True,0.04784441
3120,1,Non-White,1,0,0,0,11,1.0,1.0,True,-0.048139527
1925,1,White,0,0,0,0,0,0.0,5.0,True,-0.04844202
5462,1,Non-White,0,0,0,0,1,3.0,0.0,True,-0.048453048
1094,1,Non-White,1,0,0,0,2,0.0,8.0,False,-0.048673466
4406,1,Non-White,1,0,0,0,11,1.0,0.0,True,-0.048935965
2228,1,Non-White,0,0,1,0,17,0.0,2.0,False,-0.048953693
4837,1,Non-White,1,0,0,0,2,0.0,7.0,False,-0.049467906
1903,0,White,0,0,0,0,0,1.0,9.0,True,-0.049543664
1470,1,White,1,0,0,0,1,1.0,33.0,False,-0.04988797
2028,1,White,1,0,0,0,0,1.0,54.0,False,-0.050001845
1346,1,White,0,0,0,0,0,0.0,3.0,True,-0.050029933
526,1,Non-White,0,0,0,0,0,1.0,8.0,True,-0.050335065
2561,0,White,0,0,2,1,9,0.0,54.0,False,-0.050850354
695,0,Non-White,0,0,1,0,16,1.0,17.0,False,-0.051186405
1024,0,Non-White,1,0,0,0,1,1.0,31.0,False,-0.051465645
477,1,Non-White,0,0,0,0,0,0.0,1.0,True,-0.05160682
1417,1,Non-White,0,0,0,0,0,0.0,1.0,True,-0.05160682
2578,1,White,0,0,0,0,0,0.0,1.0,True,-0.05160682
3932,1,Non-White,0,0,0,0,0,0.0,1.0,True,-0.05160682
5315,1,White,0,0,0,0,0,0.0,1.0,True,-0.05160682
2063,1,Non-White,0,0,0,0,0,0.0,1.0,True,-0.05160682
5871,1,Non-White,0,0,0,0,0,0.0,1.0,True,-0.05160682
2609,1,White,0,0,0,0,0,0.0,1.0,True,-0.05160682
4732,1,Non-White,0,0,0,0,0,0.0,1.0,True,-0.05160682
5256,1,White,0,0,0,0,0,0.0,1.0,True,-0.05160682
5020,1,Non-White,0,0,0,0,0,0.0,1.0,True,-0.05160682
529,1,Non-White,0,0,0,0,0,0.0,1.0,True,-0.05160682
1290,1,Non-White,0,0,0,0,0,0.0,1.0,True,-0.05160682
4814,1,Non-White,0,0,0,0,0,0.0,1.0,True,-0.05160682
5858,1,White,0,0,0,0,1,4.0,1.0,True,-0.051920667
5134,1,White,1,0,0,0,2,1.0,9.0,False,-0.05213757
4901,1,White,0,0,0,0,0,0.0,0.0,True,-0.052390933
436,1,Non-White,0,0,0,0,0,0.0,0.0,True,-0.052390933
4937,1,Non-White,0,0,0,0,0,0.0,0.0,True,-0.052390933
3760,0,White,0,0,0,0,0,0.0,0.0,True,-0.052390933
1713,1,Non-White,0,0,0,0,0,0.0,0.0,True,-0.052390933
1549,1,Non-White,0,0,0,0,0,0.0,0.0,True,-0.052390933
3396,1,Non-White,0,0,0,0,0,0.0,0.0,True,-0.052390933
1681,1,Non-White,0,0,0,0,0,0.0,0.0,True,-0.052390933
2586,1,White,0,0,0,0,0,0.0,0.0,True,-0.052390933
4623,1,White,0,0,0,0,0,0.0,0.0,True,-0.052390933
2957,1,White,0,0,0,0,0,0.0,0.0,True,-0.052390933
346,1,Non-White,0,0,0,0,0,0.0,0.0,True,-0.052390933
6074,1,Non-White,0,0,0,0,0,0.0,0.0,True,-0.052390933
2168,1,Non-White,0,0,0,0,0,0.0,0.0,True,-0.052390933
4592,1,Non-White,0,0,0,0,0,0.0,0.0,True,-0.052390933
2898,0,Non-White,0,0,0,0,0,1.0,5.0,True,-0.052692935
6159,1,Non-White,0,0,0,0,0,1.0,5.0,True,-0.052692935
5697,1,Non-White,0,0,0,0,0,1.0,5.0,True,-0.052692935
1898,0,Non-White,0,1,2,2,3,1.0,1.0,False,-0.053221427
