,decile_score,Race,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,days_in_jail,c_charge_degree,influences
4101,1,Non-White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
6166,0,Non-White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
4281,1,White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
774,1,White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
2212,1,Non-White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
5719,1,Non-White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
3404,1,Non-White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
971,1,Non-White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
4722,1,Non-White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
3635,1,Non-White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
805,1,White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
1286,1,White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
5758,0,Non-White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
2764,1,Non-White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
6028,1,White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
4118,1,White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
2842,1,Non-White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
2499,1,White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
2260,0,Non-White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
2970,1,Non-White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
3001,1,Non-White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
5959,1,Non-White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
3556,1,Non-White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
1355,1,Non-White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
1337,1,Non-White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
5196,1,White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
5807,1,White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
4175,1,Non-White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
2801,1,Non-White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
1514,1,Non-White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
265,0,Non-White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
4419,1,Non-White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
832,1,Non-White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
3582,1,Non-White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
165,1,Non-White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
4413,1,White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
5198,1,Non-White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
1057,1,Non-White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
1852,1,Non-White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
3670,1,Non-White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
564,1,Non-White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
3479,1,Non-White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
2122,1,White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
4440,1,Non-White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
1393,1,Non-White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
1274,1,White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
5729,0,White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
977,1,Non-White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
5143,1,Non-White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
2195,1,Non-White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
3636,1,White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
4104,1,White,0,0,0,0,0,1.0,1.0,False,0.012003123760223389
872,1,Non-White,0,0,0,0,5,1.0,47.0,True,-0.012048959732055664
757,1,Non-White,1,0,0,0,4,0.0,108.0,False,-0.012356579303741455
386,1,Non-White,1,0,0,0,5,1.0,119.0,False,0.012878775596618652
4692,1,Non-White,0,0,0,0,0,1.0,2.0,False,0.012974739074707031
4127,1,Non-White,0,0,0,0,0,1.0,2.0,False,0.012974739074707031
4061,1,White,0,0,0,0,0,1.0,2.0,False,0.012974739074707031
4333,1,Non-White,0,0,0,0,0,1.0,2.0,False,0.012974739074707031
2332,1,Non-White,0,0,0,0,0,1.0,2.0,False,0.012974739074707031
3949,1,Non-White,0,0,0,0,0,1.0,2.0,False,0.012974739074707031
6168,1,Non-White,0,0,0,0,0,1.0,2.0,False,0.012974739074707031
4783,1,White,0,0,0,0,0,1.0,2.0,False,0.012974739074707031
1376,1,Non-White,0,0,0,0,0,1.0,2.0,False,0.012974739074707031
5445,1,Non-White,0,0,0,0,0,1.0,2.0,False,0.012974739074707031
231,1,White,0,0,0,0,0,1.0,2.0,False,0.012974739074707031
5278,1,Non-White,0,0,0,0,0,1.0,2.0,False,0.012974739074707031
5426,0,Non-White,0,0,0,0,0,1.0,2.0,False,0.012974739074707031
3650,1,White,0,0,0,0,0,1.0,2.0,False,0.012974739074707031
2132,1,White,0,0,0,0,0,1.0,2.0,False,0.012974739074707031
4143,0,Non-White,0,0,0,0,0,1.0,2.0,False,0.012974739074707031
5498,1,White,0,0,0,0,0,1.0,2.0,False,0.012974739074707031
3110,1,Non-White,0,0,0,0,0,1.0,2.0,False,0.012974739074707031
2189,1,Non-White,0,0,0,1,0,0.0,0.0,False,0.013241231441497803
4850,0,Non-White,1,0,0,0,9,0.0,1.0,False,-0.013523578643798828
2054,1,Non-White,1,0,0,0,9,0.0,1.0,False,-0.013523578643798828
4075,1,Non-White,1,0,0,0,19,1.0,1.0,True,0.013634026050567627
4587,1,White,0,0,0,0,0,7.0,6.0,False,-0.013686537742614746
1924,1,White,0,0,0,0,0,1.0,3.0,False,0.013948500156402588
5205,1,Non-White,0,0,0,0,0,1.0,3.0,False,0.013948500156402588
1985,1,Non-White,1,0,0,0,7,1.0,78.0,False,0.014133155345916748
839,0,Non-White,0,0,0,1,0,0.0,1.0,False,0.014215588569641113
4365,1,Non-White,0,0,0,1,0,0.0,1.0,False,0.014215588569641113
505,1,White,0,0,0,1,0,0.0,1.0,False,0.014215588569641113
2675,1,White,1,0,0,0,9,0.0,0.0,False,-0.014432787895202637
2780,1,Non-White,1,0,0,0,9,0.0,0.0,False,-0.014432787895202637
3199,1,Non-White,1,0,0,0,9,1.0,5.0,False,-0.014783084392547607
1767,1,White,0,0,0,0,0,1.0,4.0,False,0.014924466609954834
5464,1,Non-White,0,0,0,0,0,1.0,4.0,False,0.014924466609954834
4756,1,Non-White,0,0,0,0,0,1.0,4.0,False,0.014924466609954834
3753,1,Non-White,0,0,0,0,0,1.0,4.0,False,0.014924466609954834
982,1,Non-White,0,0,0,0,0,1.0,4.0,False,0.014924466609954834
1921,1,Non-White,0,0,0,0,0,1.0,4.0,False,0.014924466609954834
226,1,Non-White,0,0,0,1,0,0.0,2.0,False,0.015192210674285889
1067,0,Non-White,0,0,0,0,4,27.0,27.0,False,-0.01563131809234619
5887,0,Non-White,0,0,0,0,0,1.0,5.0,False,0.015902578830718994
2333,1,White,0,0,0,0,0,1.0,5.0,False,0.015902578830718994
5952,0,Non-White,0,0,0,0,5,0.0,37.0,True,-0.01624220609664917
3227,1,Non-White,0,0,0,0,0,0.0,0.0,False,0.016280651092529297
1032,1,Non-White,0,0,0,0,0,0.0,0.0,False,0.016280651092529297
3208,1,Non-White,0,0,0,0,0,0.0,0.0,False,0.016280651092529297
3901,1,Non-White,0,0,0,0,0,0.0,0.0,False,0.016280651092529297
2944,0,White,0,0,0,0,0,0.0,0.0,False,0.016280651092529297
3509,1,Non-White,0,0,0,0,0,0.0,0.0,False,0.016280651092529297
5139,1,Non-White,0,0,0,0,0,0.0,0.0,False,0.016280651092529297
4451,1,Non-White,0,0,0,0,0,0.0,0.0,False,0.016280651092529297
1831,1,Non-White,0,0,0,0,0,0.0,0.0,False,0.016280651092529297
934,0,Non-White,0,0,0,0,0,0.0,0.0,False,0.016280651092529297
2923,1,Non-White,0,0,0,0,0,0.0,0.0,False,0.016280651092529297
4510,0,White,0,0,0,0,0,0.0,0.0,False,0.016280651092529297
2940,0,White,0,0,0,0,0,0.0,0.0,False,0.016280651092529297
6035,1,Non-White,0,0,0,0,0,0.0,0.0,False,0.016280651092529297
4575,1,White,0,0,0,0,0,0.0,0.0,False,0.016280651092529297
442,1,Non-White,0,0,0,0,0,0.0,0.0,False,0.016280651092529297
39,1,Non-White,0,0,0,0,0,0.0,0.0,False,0.016280651092529297
453,1,White,0,0,0,0,0,0.0,0.0,False,0.016280651092529297
1339,1,Non-White,0,0,0,0,0,0.0,0.0,False,0.016280651092529297
43,1,Non-White,0,0,0,0,0,0.0,0.0,False,0.016280651092529297
5301,1,Non-White,0,0,0,0,0,0.0,0.0,False,0.016280651092529297
5613,1,Non-White,0,0,0,0,0,0.0,0.0,False,0.016280651092529297
3162,1,Non-White,0,0,0,0,0,0.0,0.0,False,0.016280651092529297
128,1,Non-White,0,0,0,0,0,0.0,0.0,False,0.016280651092529297
710,0,Non-White,1,1,0,0,9,1.0,39.0,True,0.016581296920776367
278,1,White,0,0,0,0,1,4.0,1.0,False,0.016869306564331055
5437,1,Non-White,0,0,0,0,0,0.0,1.0,False,0.017261743545532227
5305,1,White,0,0,0,0,0,0.0,1.0,False,0.017261743545532227
3947,0,White,0,0,0,0,0,0.0,1.0,False,0.017261743545532227
1535,1,White,0,0,0,0,0,0.0,1.0,False,0.017261743545532227
5599,0,Non-White,0,0,0,0,0,0.0,1.0,False,0.017261743545532227
3180,1,Non-White,0,0,0,0,0,0.0,1.0,False,0.017261743545532227
353,1,Non-White,0,0,0,0,0,0.0,1.0,False,0.017261743545532227
3948,1,Non-White,0,0,0,0,0,0.0,1.0,False,0.017261743545532227
1007,1,White,0,0,0,0,0,0.0,1.0,False,0.017261743545532227
1576,0,Non-White,0,0,0,0,0,0.0,1.0,False,0.017261743545532227
5567,1,White,0,0,0,0,0,0.0,1.0,False,0.017261743545532227
4212,1,Non-White,0,0,0,0,1,13.0,13.0,False,-0.017462849617004395
3528,1,Non-White,1,0,0,0,9,1.0,2.0,False,-0.017494618892669678
4898,1,Non-White,1,0,0,0,9,1.0,2.0,False,-0.017494618892669678
2194,1,Non-White,0,0,0,2,0,1.0,13.0,False,0.017644882202148438
2532,1,Non-White,0,0,0,0,0,1.0,7.0,False,0.017865240573883057
979,0,Non-White,0,0,0,0,0,0.0,2.0,False,0.01824498176574707
6105,0,Non-White,1,0,0,0,9,1.0,1.0,False,-0.018393874168395996
1717,1,Non-White,1,0,0,0,9,1.0,1.0,False,-0.018393874168395996
5386,1,Non-White,1,0,0,0,9,1.0,1.0,False,-0.018393874168395996
3125,1,White,1,0,0,0,9,1.0,1.0,False,-0.018393874168395996
6113,1,Non-White,1,0,0,1,11,1.0,1.0,False,0.01850825548171997
1360,1,White,0,0,0,0,0,1.0,8.0,False,0.01884979009628296
6080,1,Non-White,0,0,0,0,0,0.0,3.0,False,0.019230365753173828
3349,1,Non-White,0,0,0,0,0,0.0,3.0,False,0.019230365753173828
432,1,Non-White,0,0,0,0,7,1.0,38.0,True,0.0196073055267334
2974,1,White,1,0,0,0,7,0.0,36.0,False,-0.02009814977645874
2750,0,Non-White,0,0,0,1,0,0.0,7.0,False,0.020107150077819824
4880,1,Non-White,0,0,0,0,0,0.0,4.0,False,0.020217835903167725
809,1,Non-White,1,0,0,0,7,0.0,79.0,False,0.020405113697052002
4295,1,Non-White,0,0,0,0,0,1.0,10.0,False,0.020825326442718506
1162,1,Non-White,0,0,0,0,0,0.0,5.0,False,0.021207451820373535
4430,0,Non-White,0,0,0,0,6,0.0,10.0,True,-0.021494567394256592
3397,1,Non-White,1,0,0,0,11,1.0,1.0,False,0.021583497524261475
3424,0,Non-White,1,0,0,0,11,1.0,1.0,False,0.021583497524261475
2893,0,Non-White,1,0,0,0,11,1.0,1.0,False,0.021583497524261475
4267,1,Non-White,1,0,0,1,11,0.0,0.0,False,0.02284836769104004
5991,1,Non-White,1,0,0,1,11,0.0,1.0,False,0.023843586444854736
593,1,Non-White,0,0,0,0,10,6.0,6.0,True,0.02407371997833252
199,1,White,0,0,0,0,1,3.0,3.0,False,0.02417534589767456
6096,1,White,0,0,0,0,1,3.0,3.0,False,0.02417534589767456
1461,1,Non-White,1,0,0,0,1,1.0,163.0,False,-0.024759352207183838
1935,0,Non-White,0,0,1,0,1,0.0,1.0,True,-0.02527904510498047
1780,1,Non-White,1,0,0,0,4,0.0,93.0,False,-0.025800108909606934
6152,1,Non-White,0,0,0,0,1,14.0,9.0,False,-0.025814712047576904
2687,1,Non-White,1,0,0,0,8,1.0,13.0,False,-0.02651137113571167
2651,1,White,0,0,0,0,4,25.0,4.0,False,-0.026529014110565186
2655,1,White,0,0,0,2,1,1.0,1.0,False,0.026722311973571777
3665,1,Non-White,0,0,0,2,1,1.0,1.0,False,0.026722311973571777
5047,0,White,1,0,0,0,9,1.0,49.0,False,0.027281463146209717
2123,1,White,0,0,0,0,1,2.0,1.0,False,0.027563154697418213
6107,1,White,0,0,0,0,7,4.0,3.0,True,-0.02801978588104248
435,1,Non-White,1,0,0,0,6,1.0,52.0,False,-0.029383480548858643
296,0,Non-White,0,0,0,1,6,0.0,4.0,True,-0.02951180934906006
380,0,Non-White,0,0,0,1,0,1.0,22.0,False,0.029706478118896484
1758,1,White,0,0,0,0,0,1.0,19.0,False,0.0298195481300354
54,1,Non-White,0,0,0,1,1,1.0,1.0,False,0.029851853847503662
5726,1,Non-White,0,0,0,1,1,1.0,1.0,False,0.029851853847503662
1582,1,Non-White,0,0,0,1,1,1.0,1.0,False,0.029851853847503662
3566,1,White,0,0,0,1,1,1.0,1.0,False,0.029851853847503662
5801,1,White,0,0,0,0,0,0.0,14.0,False,0.030209064483642578
2134,1,White,0,0,0,0,9,0.0,1.0,True,0.030265510082244873
4758,1,Non-White,0,0,0,0,6,1.0,5.0,True,-0.030617475509643555
3679,1,Non-White,0,0,0,0,0,1.0,20.0,False,0.03082937002182007
1062,1,White,0,0,0,0,9,1.0,7.0,True,0.030885934829711914
4464,1,White,0,0,0,0,0,0.0,15.0,False,0.031219661235809326
5124,1,Non-White,0,0,0,0,0,0.0,15.0,False,0.031219661235809326
1342,1,Non-White,1,0,1,0,6,0.0,1.0,False,0.03171670436859131
4693,1,Non-White,0,1,0,0,1,1.0,1.0,True,0.03220522403717041
5906,0,Non-White,1,0,0,0,8,0.0,1.0,False,-0.03226363658905029
4452,1,Non-White,1,0,0,0,8,0.0,1.0,False,-0.03226363658905029
3558,1,Non-White,0,0,0,1,6,0.0,0.0,True,-0.032971084117889404
5382,1,White,0,0,0,0,1,1.0,1.0,False,0.03300142288208008
414,1,Non-White,0,0,0,0,1,1.0,1.0,False,0.03300142288208008
6124,1,Non-White,0,0,0,0,1,1.0,1.0,False,0.03300142288208008
2235,1,Non-White,0,0,0,0,1,1.0,1.0,False,0.03300142288208008
2510,1,Non-White,0,0,0,0,1,1.0,1.0,False,0.03300142288208008
4128,1,White,0,0,0,0,1,1.0,1.0,False,0.03300142288208008
2737,1,Non-White,0,0,0,0,1,1.0,1.0,False,0.03300142288208008
2039,1,Non-White,0,0,0,0,1,1.0,1.0,False,0.03300142288208008
2206,1,Non-White,0,0,0,0,1,1.0,1.0,False,0.03300142288208008
1523,1,Non-White,0,0,0,0,1,1.0,1.0,False,0.03300142288208008
1575,0,White,0,0,0,0,1,1.0,1.0,False,0.03300142288208008
5525,1,White,0,0,0,0,1,1.0,1.0,False,0.03300142288208008
5015,1,Non-White,0,0,0,0,1,1.0,1.0,False,0.03300142288208008
2444,0,Non-White,0,0,0,0,1,1.0,1.0,False,0.03300142288208008
2093,1,Non-White,0,0,0,0,1,1.0,1.0,False,0.03300142288208008
5764,1,Non-White,0,0,0,0,1,1.0,1.0,False,0.03300142288208008
1943,1,Non-White,0,0,0,0,1,1.0,1.0,False,0.03300142288208008
1881,1,Non-White,0,0,0,0,1,1.0,1.0,False,0.03300142288208008
3869,1,Non-White,0,0,0,0,1,1.0,1.0,False,0.03300142288208008
5651,1,Non-White,0,0,0,0,1,1.0,1.0,False,0.03300142288208008
4248,1,Non-White,0,0,0,0,1,1.0,1.0,False,0.03300142288208008
1651,1,White,0,0,0,0,1,1.0,1.0,False,0.03300142288208008
134,1,Non-White,0,0,0,0,1,1.0,1.0,False,0.03300142288208008
282,1,Non-White,0,0,0,0,1,1.0,1.0,False,0.03300142288208008
86,1,Non-White,0,0,0,0,1,1.0,1.0,False,0.03300142288208008
1093,1,Non-White,0,0,0,0,1,1.0,1.0,False,0.03300142288208008
535,1,White,0,0,0,0,1,1.0,1.0,False,0.03300142288208008
4651,1,Non-White,0,0,0,0,1,1.0,1.0,False,0.03300142288208008
2924,1,White,0,0,0,0,1,1.0,1.0,False,0.03300142288208008
4919,1,White,0,0,0,0,1,1.0,1.0,False,0.03300142288208008
4492,1,Non-White,0,0,0,0,1,1.0,1.0,False,0.03300142288208008
4225,1,Non-White,0,0,0,0,1,1.0,1.0,False,0.03300142288208008
551,1,Non-White,0,0,0,0,1,1.0,1.0,False,0.03300142288208008
3647,1,Non-White,0,0,0,0,1,1.0,1.0,False,0.03300142288208008
5586,1,White,0,0,0,0,1,1.0,1.0,False,0.03300142288208008
264,1,Non-White,0,0,0,0,0,0.0,17.0,False,0.03324711322784424
126,0,Non-White,1,0,0,0,7,1.0,26.0,False,-0.03357994556427002
5671,0,Non-White,0,0,0,0,1,1.0,2.0,False,0.034017741680145264
5359,1,Non-White,0,0,0,0,1,1.0,2.0,False,0.034017741680145264
776,1,Non-White,0,0,0,0,1,1.0,2.0,False,0.034017741680145264
3035,0,Non-White,0,0,0,0,1,1.0,2.0,False,0.034017741680145264
68,1,Non-White,0,0,0,0,1,1.0,2.0,False,0.034017741680145264
2033,1,Non-White,0,0,0,0,1,1.0,2.0,False,0.034017741680145264
4952,1,Non-White,0,0,0,0,1,1.0,2.0,False,0.034017741680145264
4871,1,Non-White,0,0,0,0,1,1.0,2.0,False,0.034017741680145264
2099,1,Non-White,0,0,0,0,1,1.0,2.0,False,0.034017741680145264
1945,0,Non-White,0,0,0,0,6,1.0,1.0,True,-0.034065067768096924
3740,0,Non-White,0,0,0,1,1,0.0,0.0,False,0.03429645299911499
18,0,Non-White,0,0,0,0,1,1.0,3.0,False,0.03503608703613281
3327,1,White,0,0,0,0,1,1.0,3.0,False,0.03503608703613281
6084,1,Non-White,0,0,0,1,1,0.0,1.0,False,0.03531533479690552
4716,1,Non-White,0,0,0,0,0,1.0,25.0,False,0.035909414291381836
4576,1,Non-White,0,0,0,1,1,1.0,7.0,False,0.035942018032073975
465,1,Non-White,1,0,0,0,8,1.0,2.0,False,-0.03602266311645508
2048,1,Non-White,1,0,0,0,8,1.0,2.0,False,-0.03602266311645508
2539,1,Non-White,1,0,0,0,8,1.0,2.0,False,-0.03602266311645508
5450,0,Non-White,0,0,0,0,1,1.0,4.0,False,0.0360565185546875
5183,1,Non-White,0,0,0,0,1,1.0,4.0,False,0.0360565185546875
5443,1,Non-White,0,0,0,0,1,1.0,4.0,False,0.0360565185546875
1934,1,Non-White,0,0,0,0,1,1.0,4.0,False,0.0360565185546875
1952,0,Non-White,0,0,0,0,1,1.0,4.0,False,0.0360565185546875
1179,0,Non-White,0,1,0,0,1,1.0,5.0,True,0.036276400089263916
6146,1,Non-White,1,0,0,0,9,1.0,58.0,False,0.03639709949493408
6056,0,White,0,0,0,0,3,7.0,172.0,True,0.03680485486984253
1386,1,Non-White,1,0,0,0,8,1.0,1.0,False,-0.036873459815979004
3836,1,Non-White,1,0,0,0,8,1.0,1.0,False,-0.036873459815979004
2188,1,Non-White,1,0,0,0,8,1.0,1.0,False,-0.036873459815979004
1372,1,Non-White,1,0,0,0,8,1.0,1.0,False,-0.036873459815979004
577,0,Non-White,0,0,0,1,2,0.0,80.0,True,-0.036883413791656494
1697,1,Non-White,1,0,0,1,8,1.0,4.0,False,-0.03696870803833008
2402,1,White,0,0,0,0,1,1.0,5.0,False,0.037078917026519775
5728,0,Non-White,0,0,0,0,1,1.0,5.0,False,0.037078917026519775
1930,1,Non-White,1,0,0,0,12,2.0,1.0,False,0.03746742010116577
4579,0,Non-White,0,0,0,0,1,0.0,0.0,False,0.037474095821380615
5549,1,Non-White,0,0,0,0,1,0.0,0.0,False,0.037474095821380615
3280,1,Non-White,0,0,0,0,1,0.0,0.0,False,0.037474095821380615
4120,1,Non-White,0,0,0,0,1,0.0,0.0,False,0.037474095821380615
478,1,Non-White,0,0,0,0,1,0.0,0.0,False,0.037474095821380615
5076,1,Non-White,0,0,0,0,1,0.0,0.0,False,0.037474095821380615
5794,1,Non-White,0,0,0,0,1,0.0,0.0,False,0.037474095821380615
4920,1,White,1,0,0,0,13,0.0,66.0,True,-0.037835776805877686
1040,1,Non-White,0,0,0,0,1,1.0,6.0,False,0.03810340166091919
6007,1,White,0,0,0,0,1,1.0,6.0,False,0.03810340166091919
4686,0,Non-White,0,0,0,0,1,0.0,1.0,False,0.03849935531616211
2419,1,Non-White,0,0,0,0,1,0.0,1.0,False,0.03849935531616211
3129,1,Non-White,0,0,0,0,1,0.0,1.0,False,0.03849935531616211
21,1,Non-White,0,0,0,0,1,0.0,1.0,False,0.03849935531616211
4177,1,Non-White,0,0,0,0,1,0.0,1.0,False,0.03849935531616211
3024,1,Non-White,0,0,0,0,2,22.0,16.0,False,-0.038695335388183594
