,decile_score,Race,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,days_in_jail,c_charge_degree,influences
4857,1,Non-White,0,0,0,0,1,0.0,1.0,False,-0.0007528588175773621
1601,1,Non-White,0,0,0,0,1,0.0,1.0,False,-0.0007528588175773621
2068,1,Non-White,0,0,0,0,1,0.0,1.0,False,-0.0007528588175773621
933,1,Non-White,0,0,0,0,1,0.0,1.0,False,-0.0007528588175773621
5668,1,White,1,0,0,0,5,1.0,1.0,True,-0.0007905506063252687
1574,1,White,1,0,0,0,5,1.0,1.0,True,-0.0007905506063252687
5923,1,Non-White,1,0,0,0,5,1.0,1.0,True,-0.0007905506063252687
3018,1,Non-White,1,0,0,0,5,1.0,1.0,True,-0.0007905506063252687
4653,1,White,1,0,0,0,5,1.0,4.0,False,-0.0007975157350301743
5666,1,Non-White,1,0,0,0,5,1.0,4.0,False,-0.0007975157350301743
5090,1,Non-White,1,0,0,0,4,1.0,75.0,True,0.0008086038287729025
1672,1,Non-White,1,0,0,0,5,1.0,0.0,True,-0.0008559550624340773
1065,1,White,1,0,0,0,5,1.0,0.0,True,-0.0008559550624340773
277,1,Non-White,0,0,0,0,1,0.0,0.0,True,-0.0008716252632439137
1558,1,Non-White,0,0,0,0,1,0.0,0.0,True,-0.0008716252632439137
5777,1,Non-White,0,0,0,0,1,0.0,0.0,True,-0.0008716252632439137
2392,1,Non-White,0,0,0,0,1,0.0,0.0,True,-0.0008716252632439137
4916,1,White,1,0,0,0,3,1.0,121.0,False,0.0008834544569253922
366,0,White,0,0,0,1,1,1.0,32.0,False,0.0009302981197834015
1698,1,Non-White,1,0,0,0,5,1.0,3.0,False,-0.0009304778650403023
3303,1,White,0,0,0,0,1,0.0,0.0,False,-0.00098474882543087
3716,1,Non-White,0,0,0,0,1,0.0,0.0,False,-0.00098474882543087
4673,1,Non-White,1,0,0,0,5,1.0,2.0,False,-0.0010623270645737648
3954,1,Non-White,1,0,0,0,0,1.0,280.0,False,0.0011321241036057472
822,1,Non-White,1,0,0,0,4,1.0,79.0,True,0.0011682428885251284
2829,1,Non-White,0,0,0,0,1,1.0,6.0,False,-0.0011925259605050087
5269,1,White,1,0,0,0,5,1.0,1.0,False,-0.0011930735781788826
3643,1,Non-White,1,0,0,0,5,1.0,1.0,False,-0.0011930735781788826
848,1,Non-White,1,0,0,0,5,1.0,1.0,False,-0.0011930735781788826
3625,1,Non-White,1,0,0,0,5,1.0,1.0,False,-0.0011930735781788826
960,1,Non-White,1,0,0,0,5,1.0,1.0,False,-0.0011930735781788826
3371,1,White,1,0,0,0,5,1.0,1.0,False,-0.0011930735781788826
3938,1,White,1,0,0,0,5,1.0,1.0,False,-0.0011930735781788826
2401,0,Non-White,0,0,0,0,1,1.0,13.0,False,-0.0011957921087741852
715,1,Non-White,0,0,0,0,1,1.0,5.0,False,-0.001418108120560646
2550,1,Non-White,0,0,0,0,1,1.0,2.0,True,-0.0014568306505680084
3601,1,Non-White,0,0,0,0,1,1.0,2.0,True,-0.0014568306505680084
4497,1,Non-White,0,0,0,0,1,1.0,2.0,True,-0.0014568306505680084
807,1,Non-White,0,0,0,0,1,1.0,2.0,True,-0.0014568306505680084
421,1,White,0,0,0,0,1,1.0,1.0,True,-0.001574159599840641
5535,1,Non-White,0,0,0,0,1,1.0,1.0,True,-0.001574159599840641
2799,1,White,0,0,0,0,1,1.0,1.0,True,-0.001574159599840641
746,1,Non-White,0,0,0,0,1,1.0,1.0,True,-0.001574159599840641
1229,1,Non-White,0,0,0,0,1,1.0,1.0,True,-0.001574159599840641
5879,1,White,0,0,0,0,1,1.0,1.0,True,-0.001574159599840641
2221,1,White,0,0,0,0,1,1.0,1.0,True,-0.001574159599840641
1618,1,Non-White,0,0,0,0,1,1.0,1.0,True,-0.001574159599840641
5640,1,White,0,0,0,0,1,1.0,1.0,True,-0.001574159599840641
219,1,Non-White,0,0,0,0,1,1.0,1.0,True,-0.001574159599840641
2722,1,Non-White,0,0,0,0,1,1.0,1.0,True,-0.001574159599840641
5046,1,Non-White,0,0,0,0,1,1.0,1.0,True,-0.001574159599840641
5914,1,White,0,0,0,0,1,1.0,1.0,True,-0.001574159599840641
4425,1,Non-White,0,0,0,0,1,1.0,4.0,False,-0.0016420399770140648
5903,1,Non-White,0,0,0,0,1,1.0,4.0,False,-0.0016420399770140648
1217,1,Non-White,1,0,0,0,4,0.0,36.0,True,-0.0016833364497870207
2255,1,Non-White,1,0,0,0,7,19.0,6.0,False,-0.0017947368323802948
5943,1,Non-White,0,0,0,0,1,1.0,3.0,False,-0.0018643410876393318
2003,1,Non-White,0,0,0,0,2,10.0,10.0,False,-0.0019759563729166985
2719,1,Non-White,0,0,0,0,1,1.0,2.0,False,-0.0020850012078881264
1503,1,Non-White,0,0,0,0,1,1.0,2.0,False,-0.0020850012078881264
751,1,Non-White,0,0,0,0,1,1.0,2.0,False,-0.0020850012078881264
3050,1,Non-White,0,0,0,0,1,1.0,2.0,False,-0.0020850012078881264
4029,1,Non-White,0,0,0,0,1,1.0,2.0,False,-0.0020850012078881264
1081,1,Non-White,0,0,0,0,1,1.0,2.0,False,-0.0020850012078881264
3020,1,Non-White,0,0,0,0,1,1.0,2.0,False,-0.0020850012078881264
1234,1,White,0,0,0,0,1,1.0,2.0,False,-0.0020850012078881264
3512,1,Non-White,0,0,0,0,1,1.0,2.0,False,-0.0020850012078881264
5160,1,Non-White,0,0,0,0,1,1.0,2.0,False,-0.0020850012078881264
4063,1,White,0,0,0,0,1,1.0,1.0,False,-0.0023040417581796646
918,1,Non-White,0,0,0,0,1,1.0,1.0,False,-0.0023040417581796646
3204,1,Non-White,0,0,0,0,1,1.0,1.0,False,-0.0023040417581796646
2826,1,Non-White,0,0,0,0,1,1.0,1.0,False,-0.0023040417581796646
103,1,Non-White,0,0,0,0,1,1.0,1.0,False,-0.0023040417581796646
1967,1,Non-White,0,0,0,0,1,1.0,1.0,False,-0.0023040417581796646
687,1,Non-White,0,0,0,0,1,1.0,1.0,False,-0.0023040417581796646
1404,1,Non-White,0,0,0,0,1,1.0,1.0,False,-0.0023040417581796646
3998,1,Non-White,0,0,0,0,1,1.0,1.0,False,-0.0023040417581796646
5940,1,Non-White,0,0,0,0,1,1.0,1.0,False,-0.0023040417581796646
1347,1,Non-White,0,0,0,0,1,1.0,1.0,False,-0.0023040417581796646
642,1,Non-White,0,0,0,0,1,1.0,1.0,False,-0.0023040417581796646
4900,1,Non-White,0,0,0,0,1,1.0,1.0,False,-0.0023040417581796646
5993,1,Non-White,0,0,0,0,1,1.0,1.0,False,-0.0023040417581796646
3631,1,Non-White,0,0,0,0,1,1.0,1.0,False,-0.0023040417581796646
801,1,White,0,0,0,0,1,1.0,1.0,False,-0.0023040417581796646
6156,1,Non-White,0,0,0,0,1,1.0,1.0,False,-0.0023040417581796646
604,1,Non-White,0,0,0,0,1,1.0,1.0,False,-0.0023040417581796646
3337,1,White,0,0,0,0,1,1.0,1.0,False,-0.0023040417581796646
4597,1,Non-White,0,0,0,0,1,1.0,1.0,False,-0.0023040417581796646
612,1,White,0,0,0,0,1,1.0,1.0,False,-0.0023040417581796646
1728,1,White,0,0,0,0,1,1.0,1.0,False,-0.0023040417581796646
2819,1,Non-White,0,0,0,0,1,1.0,1.0,False,-0.0023040417581796646
3738,1,White,0,0,0,0,2,12.0,11.0,True,-0.002322956919670105
4696,1,White,0,0,0,0,1,2.0,1.0,True,-0.002328032162040472
5054,1,White,0,0,0,0,1,2.0,1.0,True,-0.002328032162040472
657,1,Non-White,1,0,0,0,8,29.0,1.0,False,-0.0023852000012993813
2244,1,White,1,0,0,0,4,1.0,31.0,True,-0.002405135426670313
3752,1,Non-White,1,0,1,0,5,10.0,9.0,False,0.0024405361618846655
1691,1,Non-White,1,0,0,0,4,1.0,30.0,True,-0.00246385857462883
136,1,White,1,1,0,0,1,1.0,4.0,True,0.002515239641070366
2540,1,White,0,0,0,0,3,21.0,26.0,False,-0.002515394240617752
712,1,Non-White,1,0,0,0,4,1.0,28.0,True,-0.0025795751716941595
4223,1,Non-White,0,0,0,0,1,1.0,22.0,False,0.0026451479643583298
1759,0,Non-White,0,0,0,0,1,0.0,0.0,False,0.0027503110468387604
3974,1,White,1,0,0,0,4,0.0,17.0,True,-0.002852428937330842
2136,1,Non-White,0,0,0,0,1,1.0,23.0,False,0.002899567596614361
108,1,White,1,0,0,0,6,4.0,0.0,False,0.002956700511276722
12,1,Non-White,1,0,0,0,7,22.0,3.0,False,-0.0031172866001725197
360,1,White,0,0,0,0,3,22.0,0.0,True,-0.003196258097887039
2241,1,Non-White,0,0,0,0,0,1.0,42.0,True,-0.0032278713770210743
1042,1,Non-White,1,0,0,0,6,1.0,1.0,True,0.003270292654633522
5257,1,Non-White,1,0,0,0,6,1.0,1.0,True,0.003270292654633522
4052,1,Non-White,1,0,0,0,6,1.0,1.0,True,0.003270292654633522
1941,1,White,0,0,0,1,1,1.0,22.0,False,-0.0032811760902404785
1723,1,Non-White,0,0,0,0,0,1.0,50.0,False,-0.003469415009021759
4073,1,White,1,0,0,0,4,1.0,11.0,True,-0.0034740474075078964
4792,1,White,1,0,0,0,7,8.0,8.0,True,0.003486551344394684
2261,1,Non-White,1,0,1,0,3,0.0,1.0,False,-0.0035082800313830376
5589,1,White,1,0,0,0,5,4.0,1.0,False,-0.0035179704427719116
1648,1,Non-White,0,0,0,0,1,2.0,2.0,False,-0.0035306764766573906
5915,1,Non-White,1,0,0,0,3,1.0,70.0,True,-0.0035515984054654837
2976,1,White,1,0,0,0,3,0.0,63.0,True,-0.003611915046349168
1493,1,White,1,0,1,0,3,0.0,0.0,False,-0.0036378540098667145
5541,1,Non-White,1,0,1,0,3,0.0,0.0,False,-0.0036378540098667145
5276,1,White,0,0,0,0,1,1.0,26.0,False,0.003673335537314415
3470,1,Non-White,1,0,0,0,4,0.0,1.0,True,-0.003677937900647521
2226,1,Non-White,1,0,0,0,4,0.0,1.0,True,-0.003677937900647521
4562,1,Non-White,1,0,0,0,4,0.0,0.0,True,-0.0037250707391649485
644,0,White,0,0,0,0,1,1.0,17.0,False,-0.003788672387599945
4124,1,White,1,0,0,0,4,1.0,4.0,True,-0.0037985381204634905
340,1,Non-White,0,0,0,0,1,5.0,5.0,True,-0.003839871846139431
892,1,Non-White,1,0,0,0,4,1.0,3.0,True,-0.0038429242558777332
150,1,Non-White,1,0,0,0,2,1.0,188.0,False,0.0038451384752988815
1947,1,Non-White,0,0,0,0,2,14.0,1.0,True,-0.0038596009835600853
949,1,Non-White,1,0,0,0,4,1.0,2.0,True,-0.003886823309585452
3756,1,White,1,0,0,0,4,1.0,2.0,True,-0.003886823309585452
428,1,White,1,0,0,0,4,1.0,1.0,True,-0.003930235747247934
1106,1,Non-White,1,0,0,0,4,1.0,1.0,True,-0.003930235747247934
49,1,Non-White,1,0,0,0,4,1.0,1.0,True,-0.003930235747247934
5986,1,Non-White,1,0,0,0,4,1.0,1.0,True,-0.003930235747247934
5483,1,Non-White,1,0,0,0,4,1.0,1.0,True,-0.003930235747247934
5215,1,White,1,0,0,0,4,1.0,1.0,True,-0.003930235747247934
5837,1,Non-White,1,0,0,0,6,1.0,9.0,True,0.004039050079882145
4540,0,Non-White,1,0,0,0,8,23.0,9.0,False,-0.004044979810714722
3990,1,White,1,0,0,0,4,1.0,33.0,False,-0.004099516198039055
2218,1,White,1,0,0,0,6,1.0,10.0,True,0.004138651303946972
2644,1,Non-White,0,0,0,0,0,1.0,47.0,False,-0.004157056100666523
1209,1,Non-White,0,0,0,0,1,1.0,28.0,False,0.004197996109724045
6118,1,White,1,0,0,0,4,26.0,1.0,True,-0.004203191492706537
3493,1,White,1,0,2,0,2,22.0,22.0,True,-0.004212398547679186
406,1,Non-White,1,0,0,0,4,1.0,32.0,False,-0.004219329450279474
5848,1,White,0,0,0,1,2,0.0,1.0,True,0.004297073930501938
992,1,Non-White,1,0,0,0,4,3.0,2.0,True,-0.004303887486457825
6033,1,Non-White,0,0,0,0,1,6.0,5.0,True,-0.004365977831184864
258,1,Non-White,0,0,0,0,0,1.0,46.0,False,-0.004382903687655926
4555,1,White,1,0,0,0,1,26.0,0.0,True,-0.004658908117562532
4395,1,White,1,0,0,0,4,5.0,0.0,True,-0.004666132386773825
5688,1,White,1,0,0,0,1,26.0,1.0,True,-0.0046695745550096035
6121,1,Non-White,0,0,0,0,1,1.0,30.0,False,0.004729755222797394
3032,0,Non-White,0,0,0,0,1,1.0,4.0,False,0.004736557602882385
1011,1,White,1,0,0,0,1,25.0,1.0,True,-0.0048279184848070145
6019,1,Non-White,0,0,0,0,2,4.0,1.0,False,0.004911756608635187
1511,1,Non-White,1,0,0,0,3,1.0,83.0,False,-0.004936044104397297
6144,1,White,1,0,0,0,4,10.0,2.0,True,-0.004980029072612524
1621,1,White,0,0,0,0,1,1.0,31.0,False,0.004998316057026386
5247,1,White,0,0,0,0,1,3.0,1.0,False,-0.0050525423139333725
141,1,White,1,0,0,0,6,22.0,23.0,False,-0.005109334364533424
633,0,Non-White,0,0,0,0,1,0.0,0.0,True,0.005164545029401779
4013,1,Non-White,1,0,0,0,2,1.0,101.0,True,-0.005228571593761444
3192,1,Non-White,0,0,0,0,0,1.0,23.0,True,-0.005265477579087019
3590,1,Non-White,1,0,0,0,1,22.0,0.0,True,-0.005313207395374775
4211,1,White,1,0,0,0,1,22.0,1.0,True,-0.005324316211044788
1173,1,Non-White,0,0,0,0,3,21.0,1.0,False,-0.00533272884786129
4246,1,White,0,0,0,0,3,24.0,19.0,False,-0.0053658150136470795
2710,1,White,0,0,0,0,1,8.0,3.0,True,-0.005388949066400528
522,1,White,0,0,0,0,2,29.0,25.0,True,-0.00541739072650671
5595,1,White,1,0,0,0,1,21.0,1.0,True,-0.00549658527597785
5433,0,Non-White,1,0,0,0,2,0.0,170.0,False,-0.005536261945962906
2480,1,White,0,0,0,0,2,22.0,1.0,True,-0.00554107129573822
2471,1,Non-White,0,0,0,0,2,1.0,1.0,True,0.005591174587607384
37,1,White,0,0,0,0,2,1.0,1.0,True,0.005591174587607384
5882,1,Non-White,0,0,0,0,2,1.0,1.0,True,0.005591174587607384
6117,1,Non-White,0,0,0,0,2,1.0,1.0,True,0.005591174587607384
4347,1,White,0,0,0,0,2,1.0,1.0,True,0.005591174587607384
3263,1,Non-White,0,0,0,0,2,1.0,1.0,True,0.005591174587607384
3775,1,Non-White,0,0,0,0,2,1.0,1.0,True,0.005591174587607384
4892,1,Non-White,1,0,0,0,1,21.0,16.0,True,-0.005660555325448513
85,1,Non-White,0,0,0,0,1,10.0,9.0,True,-0.005711902864277363
2962,1,White,0,0,0,0,2,1.0,2.0,True,0.005753464065492153
5125,1,Non-White,0,0,1,2,1,1.0,1.0,True,0.005820408463478088
1835,1,Non-White,0,0,0,0,0,0.0,11.0,True,-0.005836633499711752
6102,1,Non-White,1,0,0,0,4,1.0,17.0,False,-0.005891817156225443
4493,1,Non-White,1,0,0,0,2,17.0,4.0,True,-0.006006119307130575
4485,1,Non-White,0,0,0,0,2,1.0,4.0,True,0.006081708241254091
6046,1,White,1,0,0,0,2,1.0,82.0,True,-0.006095920689404011
5148,1,Non-White,1,0,0,0,3,0.0,5.0,True,-0.006105939392000437
1138,1,White,1,0,0,0,6,25.0,0.0,False,-0.006158696487545967
1452,1,Non-White,0,0,0,0,3,27.0,27.0,False,-0.006194299086928368
2625,1,Non-White,0,0,0,0,0,1.0,13.0,True,-0.006200494710355997
2434,1,Non-White,1,0,0,0,3,0.0,1.0,True,-0.006220961920917034
117,1,White,1,0,0,0,2,16.0,15.0,True,-0.006225849501788616
4748,1,White,1,0,0,0,3,0.0,0.0,True,-0.006248729303479195
3259,1,White,1,0,0,0,3,0.0,0.0,True,-0.006248729303479195
5423,1,White,1,0,0,0,3,0.0,0.0,True,-0.006248729303479195
3030,1,White,1,0,0,0,3,9.0,1.0,True,-0.006269796285778284
5029,1,Non-White,1,0,0,0,3,1.0,2.0,True,-0.006274953484535217
2560,1,Non-White,1,0,0,0,3,1.0,2.0,True,-0.006274953484535217
2149,1,Non-White,1,0,0,0,3,1.0,2.0,True,-0.006274953484535217
3724,1,Non-White,1,0,0,0,3,1.0,2.0,True,-0.006274953484535217
3722,1,White,1,0,0,0,3,1.0,2.0,True,-0.006274953484535217
4615,1,White,1,0,0,0,3,1.0,2.0,True,-0.006274953484535217
1474,1,White,1,0,0,0,4,0.0,7.0,False,-0.00629766471683979
4048,1,Non-White,1,0,0,0,3,1.0,1.0,True,-0.0062999785877764225
5857,1,Non-White,1,0,0,0,3,1.0,1.0,True,-0.0062999785877764225
1553,1,White,1,0,0,0,3,1.0,1.0,True,-0.0062999785877764225
4189,1,White,1,0,0,0,3,2.0,3.0,True,-0.0063119912520051
3660,1,White,1,0,0,0,3,3.0,2.0,True,-0.006373238749802113
354,1,White,0,0,0,0,0,0.0,5.0,True,-0.006390114780515432
2654,1,Non-White,0,0,0,0,2,1.0,6.0,True,0.006414886098355055
4831,1,White,1,0,0,0,3,4.0,0.0,True,-0.006426619365811348
284,1,White,0,0,0,0,0,0.0,4.0,True,-0.006479222327470779
5512,1,Non-White,1,0,0,0,1,15.0,1.0,True,-0.006592202000319958
4195,1,Non-White,1,0,0,0,4,0.0,4.0,False,-0.0066010537557303905
2975,1,White,1,0,0,0,5,11.0,3.0,False,-0.006626224145293236
2943,1,Non-White,0,0,0,0,0,0.0,2.0,True,-0.006654803641140461
2955,1,White,0,0,0,0,0,0.0,2.0,True,-0.006654803641140461
2257,1,Non-White,0,0,0,0,0,0.0,2.0,True,-0.006654803641140461
3119,0,Non-White,1,0,0,0,5,1.0,1.0,False,0.006663206964731216
4940,1,White,0,0,0,0,2,0.0,0.0,True,0.006677762605249882
4361,1,White,0,0,0,0,2,0.0,0.0,True,0.006677762605249882
5664,1,Non-White,0,0,0,0,2,0.0,0.0,True,0.006677762605249882
1710,1,Non-White,1,0,0,0,5,13.0,12.0,False,-0.00668282201513648
2285,1,Non-White,1,0,0,0,6,1.0,1.0,False,0.006705085746943951
4746,1,White,1,0,0,0,6,1.0,1.0,False,0.006705085746943951
4827,1,Non-White,1,0,0,0,6,1.0,1.0,False,0.006705085746943951
2968,1,Non-White,0,0,0,0,0,0.0,1.0,True,-0.006741287652403116
2106,1,White,0,0,0,0,0,0.0,1.0,True,-0.006741287652403116
3281,1,White,0,0,0,0,0,0.0,1.0,True,-0.006741287652403116
2389,1,Non-White,0,0,0,0,0,0.0,1.0,True,-0.006741287652403116
2030,1,Non-White,0,0,0,0,0,0.0,1.0,True,-0.006741287652403116
259,1,Non-White,0,0,0,0,0,0.0,1.0,True,-0.006741287652403116
4556,1,White,0,0,0,0,0,0.0,1.0,True,-0.006741287652403116
3837,1,Non-White,0,0,0,0,0,0.0,1.0,True,-0.006741287652403116
3436,1,Non-White,0,0,0,0,0,0.0,1.0,True,-0.006741287652403116
2989,1,White,0,0,0,0,0,0.0,1.0,True,-0.006741287652403116
3843,1,Non-White,0,0,0,0,0,0.0,1.0,True,-0.006741287652403116
796,1,Non-White,0,0,0,0,0,0.0,1.0,True,-0.006741287652403116
4968,1,White,0,0,0,0,0,0.0,1.0,True,-0.006741287652403116
4782,1,Non-White,0,0,0,0,0,0.0,1.0,True,-0.006741287652403116
1255,1,Non-White,0,0,0,0,0,0.0,1.0,True,-0.006741287652403116
4192,1,White,0,0,0,0,0,0.0,1.0,True,-0.006741287652403116
780,1,Non-White,0,0,0,0,0,0.0,1.0,True,-0.006741287652403116
4598,1,White,0,0,0,0,0,0.0,1.0,True,-0.006741287652403116
5310,1,Non-White,0,0,0,0,0,0.0,1.0,True,-0.006741287652403116
2794,1,White,0,0,0,0,0,0.0,1.0,True,-0.006741287652403116
5303,0,Non-White,0,0,0,0,1,1.0,1.0,False,0.006743714213371277
3499,0,Non-White,0,0,0,0,1,1.0,1.0,False,0.006743714213371277
2598,0,Non-White,0,0,0,0,1,1.0,1.0,False,0.006743714213371277
1248,0,Non-White,0,0,0,0,1,1.0,1.0,False,0.006743714213371277
1993,0,White,0,0,0,0,1,1.0,1.0,False,0.006743714213371277
1202,0,Non-White,0,0,0,0,1,1.0,1.0,False,0.006743714213371277
3324,1,Non-White,0,0,0,0,0,0.0,0.0,True,-0.006826900411397219
1073,1,Non-White,0,0,0,0,0,0.0,0.0,True,-0.006826900411397219
5413,1,Non-White,0,0,0,0,0,0.0,0.0,True,-0.006826900411397219
2500,1,Non-White,0,0,0,0,0,0.0,0.0,True,-0.006826900411397219
34,1,White,0,0,0,0,0,0.0,0.0,True,-0.006826900411397219
1293,1,Non-White,0,0,0,0,0,0.0,0.0,True,-0.006826900411397219
1581,1,Non-White,0,0,0,0,0,0.0,0.0,True,-0.006826900411397219
5370,1,White,0,0,0,0,0,0.0,0.0,True,-0.006826900411397219
345,1,White,0,0,0,0,0,0.0,0.0,True,-0.006826900411397219
4825,1,Non-White,0,0,0,0,0,0.0,0.0,True,-0.006826900411397219
1922,1,Non-White,0,0,0,0,0,0.0,0.0,True,-0.006826900411397219
1379,1,Non-White,0,0,0,0,0,0.0,0.0,True,-0.006826900411397219
19,1,White,0,0,0,0,0,0.0,0.0,True,-0.006826900411397219
495,1,White,0,0,0,0,0,0.0,0.0,True,-0.006826900411397219
2835,1,Non-White,1,0,0,0,6,1.0,2.0,False,0.006884392350912094
384,1,White,1,0,0,0,6,1.0,2.0,False,0.006884392350912094
1371,1,Non-White,1,0,0,0,6,1.0,2.0,False,0.006884392350912094
2457,1,Non-White,1,0,0,0,6,1.0,2.0,False,0.006884392350912094
6073,1,Non-White,0,0,0,0,0,1.0,5.0,True,-0.006884878966957331
997,1,Non-White,0,0,0,0,1,1.0,58.0,True,0.006897068116813898
2411,1,Non-White,0,0,0,0,1,27.0,1.0,True,-0.006952033378183842
1250,1,Non-White,1,0,0,0,1,13.0,0.0,True,-0.006965463049709797
4707,1,White,1,0,0,0,2,1.0,57.0,True,-0.0069665368646383286
2730,1,Non-White,0,0,0,0,0,1.0,4.0,True,-0.006966587621718645
1999,1,Non-White,1,0,0,0,4,0.0,0.0,False,-0.006992117501795292
1686,1,Non-White,0,0,0,1,1,0.0,1.0,False,-0.007016653195023537
3693,1,Non-White,0,0,0,0,0,1.0,3.0,True,-0.007047468330711126
5875,1,Non-White,0,0,0,0,0,1.0,3.0,True,-0.007047468330711126
1906,1,Non-White,0,0,0,0,0,1.0,3.0,True,-0.007047468330711126
1068,1,Non-White,0,0,0,0,0,1.0,3.0,True,-0.007047468330711126
4712,1,Non-White,1,0,0,0,6,1.0,3.0,False,0.007065014913678169
2575,1,White,1,0,0,0,4,1.0,5.0,False,-0.00706965196877718
4458,1,Non-White,0,0,0,0,0,1.0,2.0,True,-0.007127516902983189
6132,1,Non-White,0,0,0,0,0,1.0,2.0,True,-0.007127516902983189
3439,1,Non-White,0,0,0,0,0,1.0,2.0,True,-0.007127516902983189
2127,1,Non-White,0,0,0,0,0,1.0,2.0,True,-0.007127516902983189
4869,1,White,0,0,0,0,0,1.0,2.0,True,-0.007127516902983189
3256,1,White,0,0,0,0,0,1.0,2.0,True,-0.007127516902983189
2232,1,Non-White,0,0,0,0,0,1.0,2.0,True,-0.007127516902983189
1045,1,Non-White,0,0,0,0,0,1.0,2.0,True,-0.007127516902983189
4643,1,Non-White,0,0,0,0,0,1.0,2.0,True,-0.007127516902983189
5795,1,Non-White,0,0,0,0,0,1.0,2.0,True,-0.007127516902983189
3624,1,Non-White,0,0,0,0,0,1.0,2.0,True,-0.007127516902983189
5369,1,Non-White,1,0,0,0,10,28.0,23.0,False,0.007164132781326771
4434,1,Non-White,0,0,0,0,0,1.0,33.0,False,-0.007169070187956095
2153,1,Non-White,1,0,0,0,2,1.0,49.0,True,-0.00718761095777154
3181,1,Non-White,1,0,0,0,1,1.0,126.0,True,-0.007200632244348526
2283,1,White,0,0,0,0,0,1.0,1.0,True,-0.007206742186099291
2338,1,Non-White,0,0,0,0,0,1.0,1.0,True,-0.007206742186099291
1499,1,Non-White,0,0,0,0,0,1.0,1.0,True,-0.007206742186099291
842,1,Non-White,0,0,0,0,0,1.0,1.0,True,-0.007206742186099291
5178,1,White,0,0,0,0,0,1.0,1.0,True,-0.007206742186099291
3278,1,Non-White,0,0,0,0,0,1.0,1.0,True,-0.007206742186099291
5028,1,Non-White,0,0,0,0,0,1.0,1.0,True,-0.007206742186099291
609,1,White,0,0,0,0,0,1.0,1.0,True,-0.007206742186099291
4017,1,Non-White,0,0,0,0,0,1.0,1.0,True,-0.007206742186099291
4427,1,Non-White,0,0,0,0,0,1.0,1.0,True,-0.007206742186099291
3952,1,Non-White,0,0,0,0,0,1.0,1.0,True,-0.007206742186099291
2832,1,Non-White,0,0,0,0,0,1.0,1.0,True,-0.007206742186099291
377,1,White,0,0,0,0,0,1.0,1.0,True,-0.007206742186099291
1795,1,Non-White,0,0,0,0,0,1.0,1.0,True,-0.007206742186099291
5356,1,White,0,0,0,0,0,1.0,1.0,True,-0.007206742186099291
3300,1,Non-White,0,0,0,0,0,1.0,1.0,True,-0.007206742186099291
3160,1,White,0,0,0,0,0,1.0,1.0,True,-0.007206742186099291
5917,1,White,0,0,0,0,0,1.0,1.0,True,-0.007206742186099291
1195,1,White,0,0,0,0,0,1.0,1.0,True,-0.007206742186099291
