,decile_score,Race,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,days_in_jail,c_charge_degree,influences
2065,1,White,1,0,0,0,0,1.0,1.0,True,0.04810798
1732,1,Non-White,1,0,0,0,0,1.0,1.0,True,0.04810798
1284,1,White,1,0,0,0,0,1.0,1.0,True,0.04810798
3224,1,White,1,0,0,0,0,1.0,1.0,True,0.04810798
2210,1,White,1,0,0,0,0,1.0,1.0,True,0.04810798
4280,1,Non-White,1,0,0,0,0,1.0,1.0,True,0.04810798
294,1,White,1,0,0,0,0,1.0,1.0,True,0.04810798
1675,1,White,1,0,0,0,0,1.0,1.0,True,0.04810798
5568,1,Non-White,1,0,0,0,0,1.0,1.0,True,0.04810798
1870,1,Non-White,1,0,0,0,0,1.0,1.0,True,0.04810798
2537,1,Non-White,1,0,0,0,0,1.0,1.0,True,0.04810798
697,1,Non-White,1,0,0,0,0,1.0,1.0,True,0.04810798
6148,1,White,1,0,0,0,0,1.0,1.0,True,0.04810798
4812,1,White,1,0,0,0,0,1.0,1.0,True,0.04810798
1096,1,Non-White,1,0,0,0,0,1.0,1.0,True,0.04810798
2563,1,Non-White,1,0,0,0,0,1.0,1.0,True,0.04810798
1048,1,Non-White,1,0,0,0,0,1.0,1.0,True,0.04810798
5030,1,White,1,0,0,0,0,1.0,1.0,True,0.04810798
4106,1,Non-White,1,0,0,0,0,1.0,1.0,True,0.04810798
1306,1,White,1,0,0,0,0,1.0,1.0,True,0.04810798
2279,1,White,1,0,0,0,0,1.0,1.0,True,0.04810798
5572,1,White,1,0,0,0,0,1.0,1.0,True,0.04810798
952,1,White,1,0,0,0,0,1.0,1.0,True,0.04810798
3454,1,Non-White,1,0,0,0,0,1.0,1.0,True,0.04810798
1022,1,Non-White,1,0,0,0,0,1.0,1.0,True,0.04810798
2717,1,White,1,0,0,0,0,1.0,1.0,True,0.04810798
5881,1,Non-White,1,0,0,0,0,1.0,1.0,True,0.04810798
4437,1,White,1,0,0,0,0,1.0,1.0,True,0.04810798
3988,1,White,1,0,0,0,0,1.0,1.0,True,0.04810798
3892,1,White,1,0,0,0,0,1.0,1.0,True,0.04810798
760,1,Non-White,1,0,0,0,0,1.0,1.0,True,0.04810798
3363,1,Non-White,1,0,0,0,0,1.0,1.0,True,0.04810798
5150,1,Non-White,1,0,0,0,0,1.0,1.0,True,0.04810798
675,1,Non-White,1,0,0,0,0,1.0,1.0,True,0.04810798
6025,1,White,1,0,0,0,0,1.0,1.0,True,0.04810798
4586,1,White,1,0,0,0,0,1.0,1.0,True,0.04810798
292,1,Non-White,1,0,0,0,0,1.0,1.0,True,0.04810798
498,1,Non-White,1,0,0,0,0,1.0,1.0,True,0.04810798
3666,1,Non-White,1,0,0,0,0,1.0,1.0,True,0.04810798
4269,1,White,1,0,0,0,0,1.0,1.0,True,0.04810798
1265,1,White,1,0,0,0,0,1.0,1.0,True,0.04810798
4461,1,Non-White,1,0,0,0,0,1.0,1.0,True,0.04810798
1331,1,White,1,0,0,0,0,1.0,1.0,True,0.04810798
1847,1,White,1,0,0,0,0,1.0,2.0,True,0.048332453
191,1,Non-White,1,0,0,0,0,1.0,2.0,True,0.048332453
3510,1,Non-White,1,0,0,0,0,1.0,2.0,True,0.048332453
3770,1,Non-White,1,0,0,0,0,1.0,2.0,True,0.048332453
1948,1,White,1,0,0,0,0,1.0,2.0,True,0.048332453
1070,1,White,1,0,0,0,0,1.0,2.0,True,0.048332453
2980,1,Non-White,1,0,0,0,0,1.0,2.0,True,0.048332453
603,1,Non-White,1,0,0,0,0,1.0,2.0,True,0.048332453
2931,1,White,1,0,0,0,0,1.0,2.0,True,0.048332453
611,1,White,1,0,0,0,0,1.0,3.0,True,0.048557863
6119,1,Non-White,1,0,0,0,0,1.0,3.0,True,0.048557863
5491,1,White,1,0,0,0,0,1.0,3.0,True,0.048557863
1705,1,White,1,0,0,0,0,1.0,3.0,True,0.048557863
5118,1,Non-White,1,0,0,0,0,1.0,3.0,True,0.048557863
3546,1,Non-White,1,0,0,0,0,1.0,3.0,True,0.048557863
1534,1,Non-White,1,0,0,0,0,1.0,3.0,True,0.048557863
2763,1,White,1,0,0,0,1,5.0,4.0,True,0.048693657
2146,1,White,1,0,0,0,0,1.0,4.0,True,0.048784226
3884,1,Non-White,1,0,0,0,0,1.0,4.0,True,0.048784226
923,1,White,1,0,0,0,6,29.0,28.0,True,0.048797235
3270,1,White,1,0,0,0,0,0.0,0.0,True,0.04909976
83,1,White,1,0,0,0,0,0.0,0.0,True,0.04909976
2112,1,White,1,0,0,0,0,0.0,0.0,True,0.04909976
568,1,Non-White,1,0,0,0,0,0.0,0.0,True,0.04909976
521,1,White,1,0,0,0,0,0.0,0.0,True,0.04909976
3610,1,Non-White,1,0,0,0,0,0.0,0.0,True,0.04909976
2215,1,White,1,0,0,0,0,0.0,0.0,True,0.04909976
5810,1,White,1,0,0,0,0,0.0,0.0,True,0.04909976
1891,1,White,1,0,0,0,0,0.0,0.0,True,0.04909976
3935,1,Non-White,1,0,0,0,0,0.0,0.0,True,0.04909976
1854,1,White,1,0,0,0,0,0.0,0.0,True,0.04909976
967,1,White,1,0,0,0,0,0.0,0.0,True,0.04909976
5983,1,White,1,0,0,0,0,0.0,0.0,True,0.04909976
3420,1,Non-White,1,0,0,0,0,0.0,0.0,True,0.04909976
5008,1,White,1,0,0,0,0,0.0,0.0,True,0.04909976
5775,1,Non-White,1,0,0,0,0,0.0,0.0,True,0.04909976
3080,1,Non-White,1,0,0,0,0,0.0,0.0,True,0.04909976
927,1,Non-White,1,0,0,0,0,0.0,0.0,True,0.04909976
1634,1,Non-White,1,0,0,0,0,0.0,0.0,True,0.04909976
4873,1,Non-White,1,0,0,0,0,0.0,0.0,True,0.04909976
2084,1,Non-White,1,0,0,0,0,0.0,0.0,True,0.04909976
4594,1,White,1,0,0,0,0,0.0,0.0,True,0.04909976
4546,1,White,1,0,0,0,0,0.0,0.0,True,0.04909976
4051,1,White,1,0,0,0,0,0.0,0.0,True,0.04909976
5482,1,White,1,0,0,0,0,0.0,0.0,True,0.04909976
4343,1,Non-White,1,0,0,0,0,0.0,0.0,True,0.04909976
3189,1,Non-White,1,0,0,0,0,0.0,0.0,True,0.04909976
2470,1,White,1,0,0,0,0,0.0,0.0,True,0.04909976
1443,1,Non-White,1,0,0,0,0,0.0,0.0,True,0.04909976
882,0,Non-White,1,0,0,0,1,4.0,1.0,True,0.049236983
5902,1,Non-White,1,0,0,0,1,4.0,1.0,True,0.049236983
3550,1,Non-White,1,0,0,0,0,0.0,1.0,True,0.04932846
3860,1,Non-White,1,0,0,0,0,0.0,1.0,True,0.04932846
5851,1,Non-White,1,0,0,0,0,0.0,1.0,True,0.04932846
3757,1,Non-White,1,0,0,0,0,0.0,1.0,True,0.04932846
3187,1,White,1,0,0,0,0,0.0,1.0,True,0.04932846
919,1,Non-White,1,0,0,0,0,0.0,1.0,True,0.04932846
4638,1,White,1,0,0,0,0,0.0,1.0,True,0.04932846
4122,1,Non-White,1,0,0,0,0,0.0,1.0,True,0.04932846
2840,1,White,1,0,0,0,0,0.0,1.0,True,0.04932846
863,1,Non-White,1,0,0,0,0,0.0,1.0,True,0.04932846
1210,1,Non-White,1,0,0,0,0,0.0,1.0,True,0.04932846
1384,1,White,1,0,0,0,0,0.0,2.0,True,0.049558327
3034,1,White,1,0,0,0,1,4.0,3.0,True,0.04969673
59,1,Non-White,1,0,0,0,0,0.0,3.0,True,0.04978913
1261,1,White,1,0,0,0,0,0.0,3.0,True,0.04978913
3297,1,White,1,0,0,0,0,0.0,4.0,True,0.050021008
3941,1,White,1,0,0,0,1,3.0,0.0,True,0.05025059
1196,1,Non-White,1,0,0,0,0,0.0,5.0,True,0.050253853
5193,1,Non-White,1,0,0,0,0,1.0,11.0,True,0.050397336
5453,1,White,1,0,0,0,0,0.0,6.0,True,0.050487682
4457,1,Non-White,1,0,0,0,1,3.0,2.0,True,0.050719336
3486,1,White,1,0,0,0,5,18.0,0.0,True,0.051141635
4620,1,Non-White,1,0,0,0,0,0.0,9.0,True,0.051195472
4929,1,Non-White,1,0,0,0,1,2.0,1.0,True,0.051761776
1904,1,White,1,0,0,0,1,2.0,1.0,True,0.051761776
4147,1,Non-White,1,0,0,0,1,2.0,2.0,True,0.05200231
3143,1,White,1,0,0,0,0,1.0,18.0,True,0.052060664
3516,1,White,1,0,0,0,0,1.0,19.0,True,0.05230251
1069,1,White,1,0,0,0,1,1.0,1.0,True,0.05306956
2827,1,Non-White,1,0,0,0,1,1.0,1.0,True,0.05306956
3421,1,Non-White,1,0,0,0,1,1.0,1.0,True,0.05306956
2852,1,Non-White,1,0,0,0,1,1.0,1.0,True,0.05306956
6041,1,White,1,0,0,0,1,1.0,1.0,True,0.05306956
102,1,Non-White,1,0,0,0,1,1.0,1.0,True,0.05306956
6095,1,Non-White,1,0,0,0,1,1.0,1.0,True,0.05306956
1946,1,Non-White,1,0,0,0,1,1.0,1.0,True,0.05306956
314,1,White,1,0,0,0,1,1.0,1.0,True,0.05306956
4974,1,Non-White,1,0,0,0,1,1.0,1.0,True,0.05306956
1937,1,White,1,0,0,0,1,1.0,1.0,True,0.05306956
6018,1,Non-White,1,0,0,0,1,1.0,1.0,True,0.05306956
4363,1,Non-White,1,0,0,0,1,1.0,1.0,True,0.05306956
5909,1,White,1,0,0,0,1,1.0,1.0,True,0.05306956
2091,1,White,1,0,0,0,1,1.0,1.0,True,0.05306956
5158,1,Non-White,1,0,0,0,1,1.0,1.0,True,0.05306956
2831,1,White,1,0,0,0,1,1.0,1.0,True,0.05306956
4304,1,White,1,0,0,0,1,1.0,1.0,True,0.05306956
185,1,Non-White,1,0,0,0,1,1.0,1.0,True,0.05306956
679,1,Non-White,1,0,0,0,1,1.0,1.0,True,0.05306956
5695,0,Non-White,1,0,0,0,1,1.0,1.0,True,0.05306956
2702,1,White,1,0,0,0,1,1.0,1.0,True,0.05306956
3523,1,Non-White,1,0,0,0,1,1.0,2.0,True,0.053315893
4558,1,Non-White,1,0,0,0,1,1.0,2.0,True,0.053315893
2463,1,Non-White,1,0,0,0,1,1.0,2.0,True,0.053315893
4813,1,Non-White,1,0,0,0,1,1.0,2.0,True,0.053315893
1425,1,Non-White,1,0,0,0,1,1.0,2.0,True,0.053315893
2867,1,Non-White,1,0,0,0,1,1.0,4.0,True,0.053811505
5344,1,Non-White,1,0,0,0,2,4.0,0.0,True,0.054057494
3882,1,Non-White,1,0,0,0,1,1.0,5.0,True,0.054060936
62,1,Non-White,1,0,0,0,1,1.0,5.0,True,0.054060936
4529,1,Non-White,1,0,0,0,1,0.0,0.0,True,0.054157525
4270,1,Non-White,1,0,0,0,1,0.0,0.0,True,0.054157525
5313,1,Non-White,1,0,0,0,1,0.0,0.0,True,0.054157525
1536,1,White,1,0,0,0,1,0.0,0.0,True,0.054157525
2264,1,Non-White,1,0,0,0,1,0.0,0.0,True,0.054157525
2094,1,Non-White,1,0,0,0,1,0.0,0.0,True,0.054157525
795,1,White,1,0,0,0,1,0.0,0.0,True,0.054157525
463,1,Non-White,1,0,0,0,1,0.0,0.0,True,0.054157525
2936,1,Non-White,1,0,0,0,0,0.0,22.0,True,0.05437231
3502,1,White,1,0,0,0,1,0.0,1.0,True,0.05440855
3896,1,White,1,0,0,0,1,0.0,1.0,True,0.05440855
3377,1,Non-White,1,0,0,0,1,0.0,1.0,True,0.05440855
6038,1,White,1,0,0,0,1,0.0,1.0,True,0.05440855
5476,1,Non-White,1,0,0,0,1,0.0,1.0,True,0.05440855
1027,1,Non-White,1,0,0,0,1,1.0,8.0,True,0.054815844
3078,1,White,1,0,0,0,0,1.0,30.0,True,0.055033043
3254,0,White,1,0,0,0,0,1.0,30.0,True,0.055033043
722,1,White,1,0,0,0,1,1.0,10.0,True,0.055324703
2133,1,White,1,0,0,0,1,1.0,11.0,True,0.0555806
3348,1,White,1,0,0,0,1,0.0,6.0,True,0.05567977
516,1,White,1,0,0,0,2,2.0,1.0,True,0.057076767
1418,1,White,1,0,0,0,1,1.0,19.0,True,0.05766934
1742,1,White,1,0,0,1,2,1.0,3.0,True,0.0582114
2600,1,Non-White,1,0,0,0,5,13.0,2.0,True,0.05845651
5283,1,Non-White,1,0,0,0,1,1.0,22.0,True,0.058471426
92,1,White,1,0,0,0,1,30.0,1.0,False,0.058484256
4520,1,Non-White,1,0,0,0,2,1.0,1.0,True,0.05851011
2855,1,Non-White,1,0,0,0,2,1.0,1.0,True,0.05851011
3807,1,White,1,0,0,0,2,1.0,1.0,True,0.05851011
3482,1,Non-White,1,0,0,0,2,1.0,1.0,True,0.05851011
5270,1,White,1,0,0,0,2,1.0,1.0,True,0.05851011
1391,1,White,1,0,0,0,2,1.0,1.0,True,0.05851011
2504,1,Non-White,1,0,0,0,2,1.0,1.0,True,0.05851011
3152,1,Non-White,1,0,0,0,2,1.0,1.0,True,0.05851011
1262,1,Non-White,1,0,0,0,2,1.0,1.0,True,0.05851011
3535,1,White,1,0,0,0,2,1.0,1.0,True,0.05851011
1786,1,White,1,0,0,0,2,1.0,1.0,True,0.05851011
891,1,Non-White,1,0,0,0,2,1.0,2.0,True,0.058780044
3584,1,Non-White,1,0,0,0,2,1.0,2.0,True,0.058780044
5064,1,Non-White,1,0,0,0,2,1.0,2.0,True,0.058780044
5781,1,White,1,0,0,0,0,0.0,42.0,True,0.059623346
434,1,Non-White,1,0,0,0,2,0.0,0.0,True,0.059702337
877,1,Non-White,1,0,0,0,2,0.0,0.0,True,0.059702337
671,1,White,1,0,0,0,2,0.0,0.0,True,0.059702337
915,1,White,1,0,0,0,2,0.0,0.0,True,0.059702337
2756,1,Non-White,1,0,0,0,2,0.0,0.0,True,0.059702337
2330,1,White,1,0,0,0,2,0.0,0.0,True,0.059702337
5069,1,Non-White,1,0,0,0,3,4.0,1.0,True,0.059867203
1326,1,Non-White,1,0,0,0,3,4.0,1.0,True,0.059867203
1333,1,Non-White,1,0,0,0,2,0.0,1.0,True,0.059977263
2281,1,Non-White,1,0,0,0,2,0.0,1.0,True,0.059977263
4274,1,White,1,0,0,0,2,1.0,7.0,True,0.060146675
4971,1,Non-White,1,0,0,2,9,28.0,15.0,True,0.06136349
106,0,White,1,0,0,0,3,2.0,1.0,True,0.06289962
5314,1,White,1,0,0,0,1,1.0,40.0,True,0.06350666
3428,1,Non-White,1,0,0,0,3,1.0,1.0,True,0.064468846
473,1,Non-White,1,0,0,0,3,1.0,1.0,True,0.064468846
2570,1,Non-White,1,0,0,0,3,1.0,1.0,True,0.064468846
2965,1,White,1,0,0,0,3,1.0,1.0,True,0.064468846
2272,1,Non-White,1,0,0,0,3,1.0,1.0,True,0.064468846
4416,1,Non-White,1,0,0,0,3,1.0,2.0,True,0.06476426
1913,1,Non-White,1,0,0,0,3,1.0,2.0,True,0.06476426
6149,1,Non-White,1,0,0,0,3,1.0,2.0,True,0.06476426
585,1,Non-White,1,0,0,0,3,1.0,2.0,True,0.06476426
1043,1,Non-White,1,0,0,0,2,1.0,24.0,True,0.06501803
3916,1,Non-White,1,0,0,0,4,5.0,5.0,True,0.06553806
5226,1,Non-White,1,0,0,0,3,0.0,0.0,True,0.06577355
6093,1,Non-White,1,0,0,0,3,1.0,6.0,True,0.06595814
2101,1,Non-White,1,0,0,0,3,0.0,2.0,True,0.06637655
3795,1,Non-White,1,0,0,0,2,0.0,29.0,True,0.06817171
1215,1,Non-White,1,0,0,0,2,1.0,35.0,True,0.06836262
5380,1,Non-White,1,0,0,0,2,0.0,31.0,True,0.06879501
1497,1,White,1,0,0,0,2,27.0,1.0,False,0.06936671
2521,1,White,1,0,0,0,2,1.0,39.0,True,0.06961775
714,1,White,1,0,0,0,4,1.0,0.0,True,0.0706653
1663,1,Non-White,1,0,0,0,4,1.0,1.0,True,0.07098682
3350,1,Non-White,1,0,0,0,4,1.0,1.0,True,0.07098682
2390,1,Non-White,1,0,0,0,4,1.0,1.0,True,0.07098682
3031,1,White,1,0,0,0,9,24.0,20.0,True,0.07125881
53,1,White,1,0,0,0,4,1.0,2.0,True,0.07130955
2214,1,White,1,0,0,0,1,22.0,2.0,False,0.07153742
2366,1,Non-White,1,0,0,0,2,1.0,47.0,True,0.072191894
2017,1,Non-White,1,0,0,0,4,0.0,0.0,True,0.07241276
2156,1,Non-White,1,0,0,0,4,0.0,1.0,True,0.07274152
2700,1,White,1,0,0,0,3,0.0,25.0,True,0.073687986
31,1,White,1,0,0,0,4,1.0,11.0,True,0.07427624
709,1,Non-White,0,0,0,1,1,28.0,1.0,True,0.07456358
6076,1,Non-White,1,0,0,0,4,1.0,17.0,True,0.076316506
3123,1,White,0,0,0,0,1,27.0,0.0,True,0.077130094
4936,1,White,1,0,0,0,5,1.0,1.0,True,0.07810621
245,1,White,1,0,0,0,5,1.0,1.0,True,0.07810621
1668,1,Non-White,1,0,0,0,5,1.0,1.0,True,0.07810621
5404,1,White,0,0,0,4,1,24.0,1.0,True,0.07878323
4469,1,White,1,0,0,0,5,1.0,3.0,True,0.07881239
4050,1,White,1,0,0,0,3,0.0,40.0,True,0.078847066
5596,1,Non-White,1,0,0,0,2,26.0,24.0,False,0.078868896
189,1,Non-White,1,0,0,0,5,0.0,0.0,True,0.0796624
1565,0,Non-White,1,0,0,0,5,0.0,0.0,True,0.0796624
3673,1,White,1,0,0,0,4,1.0,27.0,True,0.07983081
5007,1,Non-White,1,0,0,0,5,1.0,6.0,True,0.07988253
3448,1,White,1,0,0,0,5,1.0,6.0,True,0.07988253
1445,1,White,1,0,0,0,4,30.0,14.0,False,0.08276525
1382,1,White,1,0,0,0,7,6.0,1.0,True,0.08367962
244,1,Non-White,1,0,0,0,3,23.0,2.0,False,0.08447018
4314,1,White,1,0,0,0,2,1.0,83.0,True,0.084888935
5661,1,Non-White,0,0,0,0,2,27.0,1.0,True,0.08518666
5022,1,Non-White,0,0,0,0,1,23.0,1.0,True,0.08533892
1122,1,White,0,0,0,1,1,22.0,0.0,True,0.08582556
1837,1,White,1,0,0,0,6,1.0,1.0,True,0.08587092
3136,1,White,1,0,0,0,2,21.0,19.0,False,0.08700615
410,1,Non-White,0,0,0,0,2,26.0,1.0,True,0.08725804
2294,1,Non-White,0,0,0,0,1,22.0,1.0,True,0.08741355
2318,1,Non-White,1,0,0,0,5,29.0,0.0,False,0.087528914
3552,1,Non-White,1,0,0,0,3,23.0,10.0,False,0.08753958
2672,1,White,1,0,0,0,6,0.0,0.0,True,0.087566406
1833,1,Non-White,1,0,0,0,3,21.0,0.0,False,0.087840974
3671,1,White,1,0,0,0,1,14.0,5.0,False,0.08800292
826,1,Non-White,1,0,0,0,6,0.0,2.0,True,0.08834949
2861,1,Non-White,1,0,0,0,6,1.0,8.0,True,0.08859125
6111,1,Non-White,1,0,0,0,1,1.0,117.0,True,0.08989233
1871,1,Non-White,1,0,0,0,1,14.0,14.0,False,0.0915927
316,1,Non-White,1,0,0,0,1,12.0,4.0,False,0.09190658
1961,1,Non-White,0,0,0,0,2,29.0,29.0,True,0.09197232
4751,1,Non-White,1,0,0,0,3,1.0,81.0,True,0.092434704
2360,1,White,1,0,0,0,3,19.0,1.0,False,0.09255472
5884,1,White,1,0,0,0,1,11.0,2.0,False,0.09329501
5294,1,White,1,0,0,0,7,1.0,1.0,True,0.094325095
4500,1,Non-White,1,0,0,0,7,1.0,1.0,True,0.094325095
3627,1,White,1,0,0,0,0,6.0,1.0,False,0.09528917
4887,1,Non-White,1,0,0,0,4,26.0,26.0,False,0.09607309
3097,1,White,1,0,0,0,3,1.0,93.0,True,0.09746528
4534,1,White,1,0,0,0,2,14.0,8.0,False,0.09792921
2683,1,Non-White,1,0,0,0,2,15.0,15.0,False,0.098627
549,1,White,1,0,0,0,2,13.0,5.0,False,0.09896237
852,1,Non-White,1,0,0,0,1,9.0,5.0,False,0.09913632
5520,1,Non-White,1,0,0,0,0,4.0,1.0,False,0.099917054
3854,1,Non-White,1,0,0,0,2,14.0,14.0,False,0.100545555
961,1,White,1,0,0,0,6,0.0,33.0,True,0.10131529
2556,0,Non-White,1,0,0,0,7,1.0,19.0,True,0.10209882
450,1,White,1,0,0,0,1,7.0,1.0,False,0.102125734
1641,1,Non-White,1,0,0,0,0,3.0,1.0,False,0.10230479
1674,1,White,1,0,0,0,2,11.0,2.0,False,0.10239461
1487,1,Non-White,0,0,0,0,3,23.0,1.0,True,0.1028848
5788,1,White,1,0,0,1,0,2.0,1.0,False,0.10332778
5630,1,White,1,0,0,0,0,2.0,0.0,False,0.104286134
2624,1,Non-White,1,0,0,0,0,2.0,1.0,False,0.10474256
4303,1,White,1,0,0,0,0,2.0,1.0,False,0.10474256
4132,1,Non-White,1,0,0,0,8,1.0,5.0,True,0.10533756
5842,1,White,1,0,0,0,8,1.0,5.0,True,0.10533756
1832,1,Non-White,1,0,0,0,8,0.0,1.0,True,0.10597628
2369,1,Non-White,1,0,0,1,0,1.0,2.0,False,0.10624915
448,1,Non-White,1,0,0,0,0,1.0,0.0,False,0.1067653
475,1,White,1,0,0,0,1,6.0,6.0,False,0.10686499
597,1,White,1,0,0,0,1,6.0,6.0,False,0.10686499
4391,1,White,1,0,0,0,0,2.0,6.0,False,0.107051164
2356,1,Non-White,1,0,0,0,0,1.0,1.0,False,0.10723123
3225,1,White,1,0,0,0,0,1.0,1.0,False,0.10723123
6066,1,White,1,0,0,0,0,1.0,1.0,False,0.10723123
6151,1,White,1,0,0,0,0,1.0,1.0,False,0.10723123
899,1,White,1,0,0,0,0,1.0,1.0,False,0.10723123
3993,1,Non-White,1,0,0,0,0,1.0,1.0,False,0.10723123
5960,1,White,1,0,0,0,0,1.0,1.0,False,0.10723123
5092,1,Non-White,1,0,0,0,0,1.0,1.0,False,0.10723123
2880,1,White,1,0,0,0,0,1.0,1.0,False,0.10723123
6094,1,White,1,0,0,0,0,1.0,1.0,False,0.10723123
5241,1,Non-White,1,0,0,0,0,1.0,1.0,False,0.10723123
771,1,Non-White,1,0,0,0,0,1.0,1.0,False,0.10723123
5603,1,White,1,0,0,0,0,1.0,1.0,False,0.10723123
3019,1,Non-White,1,0,0,0,0,1.0,1.0,False,0.10723123
1465,1,Non-White,1,0,0,0,0,1.0,1.0,False,0.10723123
3294,1,Non-White,1,0,0,0,0,1.0,1.0,False,0.10723123
4642,1,Non-White,1,0,0,0,0,1.0,1.0,False,0.10723123
1345,1,White,1,0,0,0,0,1.0,1.0,False,0.10723123
227,1,Non-White,1,0,0,0,0,1.0,1.0,False,0.10723123
4731,1,Non-White,1,0,0,0,0,1.0,1.0,False,0.10723123
914,1,Non-White,1,0,0,0,0,1.0,1.0,False,0.10723123
719,1,White,1,0,0,0,0,1.0,1.0,False,0.10723123
3554,1,White,1,0,0,0,0,1.0,1.0,False,0.10723123
2900,1,Non-White,1,0,0,0,0,1.0,1.0,False,0.10723123
4026,1,Non-White,1,0,0,0,0,1.0,1.0,False,0.10723123
2418,0,Non-White,1,0,0,0,0,1.0,1.0,False,0.10723123
3674,1,White,1,0,0,0,0,1.0,1.0,False,0.10723123
1184,1,Non-White,1,0,0,0,0,1.0,1.0,False,0.10723123
730,1,White,1,0,0,0,0,1.0,1.0,False,0.10723123
1962,1,Non-White,1,0,0,0,0,1.0,1.0,False,0.10723123
4401,0,White,1,0,0,0,0,1.0,1.0,False,0.10723123
5434,1,Non-White,1,0,0,0,0,1.0,1.0,False,0.10723123
4618,1,White,1,0,0,0,0,1.0,1.0,False,0.10723123
1990,1,Non-White,1,0,0,0,0,1.0,1.0,False,0.10723123
