,decile_score,Race,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,days_in_jail,c_charge_degree,influences
2078,0,Non-White,0,0,1,0,2,1.0,77.0,False,-0.02482990485401526
5798,0,Non-White,0,0,0,0,3,1.0,165.0,False,-0.024914521723280014
3286,1,White,0,1,0,0,2,1.0,1.0,False,-0.02548013700224816
4166,1,Non-White,0,0,1,0,5,1.0,1.0,False,-0.025648157049082965
120,0,Non-White,0,1,0,0,1,0.0,3.0,False,-0.02637772555454765
6062,0,Non-White,0,0,1,0,2,1.0,52.0,False,-0.026459440048516303
506,1,Non-White,0,1,0,0,1,1.0,1.0,False,-0.026859978959589803
2903,1,Non-White,0,1,0,0,1,1.0,1.0,False,-0.026859978959589803
4760,1,Non-White,0,0,1,1,4,1.0,2.0,False,-0.027166134278179932
4150,1,White,0,1,1,1,4,1.0,1.0,True,-0.027282616908837376
1790,1,Non-White,0,0,0,0,3,1.0,128.0,False,-0.027327834867473477
4933,0,White,0,0,0,0,7,1.0,43.0,False,-0.027355498777383858
2120,1,Non-White,0,0,0,0,1,1.0,168.0,False,-0.027477115768718363
164,1,White,1,0,0,0,2,1.0,359.0,False,-0.02817273585596869
362,0,White,0,0,1,1,3,0.0,0.0,False,-0.0283235195744167
3649,1,Non-White,0,0,1,0,3,1.0,1.0,False,-0.028406355621181767
1643,0,Non-White,0,0,0,0,8,0.0,0.0,False,-0.028428440361940588
3116,1,Non-White,0,0,0,0,2,1.0,132.0,False,-0.028444694934480097
5454,0,Non-White,0,0,0,0,8,1.0,3.0,False,-0.02858348153293022
690,1,White,0,0,0,0,8,1.0,2.0,False,-0.028648417215800137
5907,0,Non-White,0,0,0,0,8,1.0,1.0,False,-0.028713337012653106
4418,1,Non-White,0,0,0,0,8,1.0,1.0,False,-0.028713337012653106
5084,1,White,0,0,0,0,8,1.0,1.0,False,-0.028713337012653106
759,1,Non-White,0,0,0,0,1,7.0,180.0,False,-0.02879923588348543
4599,1,Non-White,0,0,0,0,1,0.0,141.0,False,-0.028883438127707883
4133,0,Non-White,1,0,0,0,15,1.0,72.0,False,-0.02896048213269431
1798,0,Non-White,0,0,0,0,4,1.0,80.0,False,-0.02907484556869111
3095,0,Non-White,0,0,0,0,6,1.0,36.0,False,-0.029185663245705484
2793,0,Non-White,0,0,0,0,6,1.0,35.0,False,-0.029250354283914426
5149,1,Non-White,0,0,0,0,3,0.0,93.0,False,-0.029253334500693562
1211,1,White,0,1,0,1,5,0.0,54.0,True,-0.029292703227890016
3728,1,Non-White,1,0,0,0,15,1.0,66.0,False,-0.0293487935765242
3959,0,White,0,0,1,0,2,0.0,1.0,False,-0.029427724840323854
1572,0,Non-White,0,0,0,0,11,15.0,1.0,False,-0.02948835223539792
3893,1,Non-White,0,0,1,0,2,1.0,2.0,False,-0.02971067386535875
3908,1,Non-White,0,0,0,0,5,1.0,49.0,False,-0.029711557127900967
2440,0,Non-White,0,0,0,0,3,1.0,91.0,False,-0.029730115172897698
987,0,Non-White,0,0,0,0,7,0.0,1.0,False,-0.029732561619507436
3823,0,Non-White,0,0,1,0,2,1.0,1.0,False,-0.029775091664076214
78,0,White,0,0,0,0,7,0.0,0.0,False,-0.029796966709411343
3867,1,Non-White,0,0,0,0,1,1.0,132.0,False,-0.029813065598984778
4773,0,Non-White,0,0,0,0,7,1.0,3.0,False,-0.029950482822774127
4832,1,Non-White,0,0,0,0,7,1.0,2.0,False,-0.030014757647339074
2220,1,Non-White,0,0,0,0,7,1.0,1.0,False,-0.03007899434546335
422,1,Non-White,0,0,0,0,7,1.0,1.0,False,-0.03007899434546335
5544,1,Non-White,0,0,0,0,7,1.0,1.0,False,-0.03007899434546335
4762,0,Non-White,0,0,0,0,7,1.0,1.0,False,-0.03007899434546335
1696,0,White,0,0,0,0,7,1.0,1.0,False,-0.03007899434546335
3407,0,White,0,0,0,1,7,1.0,1.0,False,-0.030278640274834956
2877,0,White,1,1,0,0,9,1.0,1.0,False,-0.03034035109626476
576,0,Non-White,0,0,0,0,7,2.0,1.0,False,-0.030424251506165234
4190,1,Non-White,0,0,1,2,2,2.0,2.0,False,-0.030456141096583345
3121,1,Non-White,1,0,0,0,13,1.0,91.0,False,-0.030460636839379163
5106,1,Non-White,0,0,0,0,5,1.0,37.0,False,-0.03048195587412117
572,0,Non-White,1,0,0,0,17,1.0,6.0,False,-0.03048774791589981
3571,0,Non-White,0,0,1,0,6,19.0,1.0,False,-0.030568712589868596
2809,1,Non-White,0,0,0,0,5,1.0,34.0,False,-0.030673595250951813
4552,1,Non-White,1,0,0,0,16,1.0,24.0,False,-0.030688559878915278
2577,0,Non-White,0,0,0,0,4,1.0,51.0,False,-0.030937601789379876
2571,0,Non-White,0,0,1,1,1,1.0,5.0,False,-0.031070964901644516
3154,1,Non-White,0,0,0,0,6,0.0,1.0,False,-0.031085417999862308
4186,1,Non-White,0,0,0,0,5,1.0,27.0,False,-0.031119058229347907
4619,1,Non-White,0,0,1,0,1,1.0,1.0,False,-0.03112732848977018
2064,0,Non-White,0,0,1,0,1,1.0,1.0,False,-0.03112732848977018
3344,1,Non-White,0,0,1,0,1,1.0,1.0,False,-0.03112732848977018
5625,1,Non-White,0,0,0,0,6,0.0,0.0,False,-0.03114888263756299
1496,1,Non-White,0,0,1,1,1,1.0,2.0,False,-0.031261228549407605
802,0,Non-White,0,0,0,0,1,1.0,109.0,False,-0.031282363306353034
4568,1,Non-White,0,0,1,2,1,1.0,3.0,False,-0.031394893495994225
4671,0,White,0,0,0,0,6,1.0,1.0,False,-0.03142659880861576
1214,1,White,0,0,0,0,6,1.0,1.0,False,-0.03142659880861576
4606,1,Non-White,0,0,0,0,6,1.0,1.0,False,-0.03142659880861576
5480,1,White,0,0,0,0,6,1.0,1.0,False,-0.03142659880861576
1095,1,White,0,0,0,0,6,1.0,1.0,False,-0.03142659880861576
3588,0,Non-White,0,0,1,0,9,1.0,3.0,True,-0.03151264700800738
4098,1,Non-White,0,0,0,0,2,1.0,83.0,False,-0.03158922078689219
649,1,Non-White,0,0,0,1,5,1.0,22.0,False,-0.03163208443781684
5786,0,Non-White,0,1,0,0,3,1.0,60.0,True,-0.03175553149830357
2341,0,Non-White,0,0,1,1,9,1.0,2.0,True,-0.03177173205838546
3648,1,White,1,0,1,0,11,1.0,1.0,False,-0.03184580220099953
4888,1,White,0,0,0,0,12,0.0,39.0,True,-0.03186698143879241
870,1,Non-White,1,0,0,0,16,0.0,0.0,False,-0.03186714029896187
344,1,Non-White,1,0,0,0,11,1.0,110.0,False,-0.03193655583861066
2304,1,White,1,0,0,0,7,1.0,194.0,False,-0.03197268064114667
1620,0,Non-White,0,0,0,0,4,1.0,33.0,False,-0.03207374430375598
520,1,Non-White,0,0,0,0,4,1.0,32.0,False,-0.03213630661569411
4071,1,Non-White,1,0,0,0,16,1.0,1.0,False,-0.03214196839213379
2359,0,Non-White,1,0,0,0,16,1.0,1.0,False,-0.03214196839213379
2117,0,Non-White,1,0,0,0,16,1.0,1.0,False,-0.03214196839213379
2817,0,Non-White,0,0,0,0,3,1.0,53.0,False,-0.0321453108100993
995,1,Non-White,0,0,0,1,4,1.0,33.0,False,-0.0322682336320268
5867,1,Non-White,0,0,2,1,3,1.0,9.0,True,-0.03236130027370532
2617,0,Non-White,0,0,0,0,1,0.0,86.0,False,-0.03238878943742929
2760,0,Non-White,0,0,0,0,5,0.0,1.0,False,-0.03241518246598396
63,1,Non-White,0,0,0,0,5,0.0,1.0,False,-0.03241518246598396
4779,1,White,0,0,0,0,5,1.0,6.0,False,-0.03243919894640346
3156,1,Non-White,0,0,0,0,5,0.0,0.0,False,-0.03247739210834588
3642,1,White,0,0,0,0,5,0.0,0.0,False,-0.03247739210834588
1297,1,Non-White,0,0,0,0,4,0.0,21.0,False,-0.03248634546749685
2564,1,Non-White,0,0,0,0,5,1.0,5.0,False,-0.032501383171138265
5202,1,Non-White,0,0,0,0,3,1.0,47.0,False,-0.03251928035783003
5686,1,Non-White,0,0,0,0,5,1.0,3.0,False,-0.032625548279590966
2566,0,Non-White,0,0,0,0,5,1.0,2.0,False,-0.03268752916330886
1244,0,Non-White,0,0,0,0,5,1.0,2.0,False,-0.03268752916330886
1002,1,Non-White,0,0,0,0,5,1.0,1.0,False,-0.03274944650295897
460,0,Non-White,0,0,0,0,5,1.0,1.0,False,-0.03274944650295897
173,1,Non-White,0,0,0,0,5,1.0,1.0,False,-0.03274944650295897
388,0,Non-White,0,0,0,0,5,1.0,1.0,False,-0.03274944650295897
5506,0,Non-White,0,0,0,0,5,1.0,1.0,False,-0.03274944650295897
4912,0,White,0,0,0,0,5,1.0,1.0,False,-0.03274944650295897
6114,1,White,0,0,0,0,2,1.0,63.0,False,-0.032837985629807775
4795,1,Non-White,0,0,0,0,1,1.0,84.0,False,-0.032846881799297734
1269,0,White,0,0,2,1,3,1.0,1.0,True,-0.032857550848278905
494,1,Non-White,0,0,0,1,5,1.0,1.0,False,-0.032941673662416626
4566,0,Non-White,0,0,0,1,5,1.0,1.0,False,-0.032941673662416626
3451,0,Non-White,0,0,1,0,8,1.0,1.0,True,-0.032957108516481703
361,1,Non-White,0,0,0,0,3,0.0,33.0,False,-0.0330519289744311
3664,1,Non-White,0,0,0,0,2,1.0,59.0,False,-0.03308452708120502
1774,0,White,0,0,0,2,5,2.0,5.0,False,-0.033218287343893316
1336,1,Non-White,1,0,0,1,15,1.0,7.0,False,-0.033272271206680415
1579,0,Non-White,1,0,0,0,9,1.0,130.0,False,-0.033318321592604505
530,1,Non-White,1,0,0,0,15,1.0,1.0,False,-0.033448891943089976
1812,0,Non-White,1,0,0,0,15,1.0,1.0,False,-0.033448891943089976
2409,0,Non-White,1,0,0,0,22,29.0,2.0,False,-0.03355856264968082
3593,0,White,1,0,0,0,22,1.0,27.0,True,-0.03364580547754681
204,1,Non-White,0,0,0,0,4,0.0,1.0,False,-0.03371551331990741
895,1,Non-White,0,0,0,0,4,0.0,1.0,False,-0.03371551331990741
1276,1,White,0,0,0,0,4,0.0,0.0,False,-0.03377618519582892
1822,0,Non-White,0,0,0,0,4,0.0,0.0,False,-0.03377618519582892
652,0,Non-White,0,0,0,0,4,0.0,0.0,False,-0.03377618519582892
3057,1,Non-White,0,0,0,0,4,0.0,0.0,False,-0.03377618519582892
5364,0,White,0,0,0,0,4,1.0,3.0,False,-0.03392061768470178
1170,1,Non-White,0,0,0,1,4,0.0,0.0,False,-0.03396448215469405
3894,1,Non-White,0,0,0,0,4,1.0,2.0,False,-0.03398101632113182
3838,1,Non-White,0,0,0,0,4,1.0,2.0,False,-0.03398101632113182
1242,1,Non-White,0,0,0,1,4,1.0,5.0,False,-0.033987777409944187
4679,0,Non-White,0,0,0,0,4,1.0,1.0,False,-0.034041332350273734
1712,1,Non-White,0,0,0,0,4,1.0,1.0,False,-0.034041332350273734
2385,0,Non-White,0,0,0,0,4,1.0,1.0,False,-0.034041332350273734
5393,1,White,1,0,0,0,9,1.0,118.0,False,-0.03404728007501845
4685,0,Non-White,1,0,0,0,13,1.0,33.0,False,-0.034072821613064797
2239,0,Non-White,0,0,0,1,12,1.0,11.0,True,-0.034113613727379644
4771,0,White,1,0,0,0,3,1.0,242.0,False,-0.03421955439719149
1436,0,Non-White,0,0,1,0,4,27.0,27.0,False,-0.03425713118167639
1369,0,Non-White,1,0,0,0,12,1.0,51.0,False,-0.03426179213904845
4334,0,White,0,0,0,0,3,1.0,18.0,False,-0.034290412387179
4475,1,Non-White,1,0,0,0,14,0.0,0.0,False,-0.034460796273335426
1185,0,Non-White,1,0,0,0,14,1.0,5.0,False,-0.03448382464350086
964,0,Non-White,1,0,0,0,14,1.0,4.0,False,-0.03454343851069375
6032,1,Non-White,0,0,0,0,4,3.0,3.0,False,-0.03456686403128284
4809,1,Non-White,0,0,0,3,4,1.0,1.0,False,-0.03460044389390404
5354,0,Non-White,0,0,0,0,2,1.0,33.0,False,-0.034657026709063565
1614,0,Non-White,1,0,0,0,14,1.0,2.0,False,-0.03466240889160499
583,0,Non-White,1,0,0,0,14,1.0,2.0,False,-0.03466240889160499
1422,0,White,1,0,0,0,13,0.0,17.0,False,-0.03470741080041062
4321,1,White,1,0,0,0,14,1.0,1.0,False,-0.03472176222811996
4378,1,Non-White,0,0,0,0,2,1.0,31.0,False,-0.034775666660822324
2844,0,Non-White,0,0,1,0,2,16.0,1.0,False,-0.034796003939717046
4376,0,Non-White,0,1,0,0,1,27.0,15.0,False,-0.03481848265369614
3900,0,Non-White,0,0,0,0,3,1.0,9.0,False,-0.034826330346067635
5859,1,Non-White,0,0,0,0,5,9.0,9.0,False,-0.034873600778093206
2243,1,Non-White,0,0,0,0,1,0.0,45.0,False,-0.034879656527753156
3460,0,Non-White,0,0,0,0,3,1.0,8.0,False,-0.03488544221512502
1587,1,Non-White,0,0,0,0,0,1.0,71.0,False,-0.03491095198113747
1954,1,Non-White,0,0,0,0,3,0.0,1.0,False,-0.034980653469091294
6109,1,White,0,0,0,0,3,0.0,1.0,False,-0.034980653469091294
5657,1,Non-White,0,0,0,0,3,1.0,6.0,False,-0.035003389536544915
525,0,White,0,0,0,0,3,1.0,6.0,False,-0.035003389536544915
1238,0,White,0,0,0,0,3,1.0,6.0,False,-0.035003389536544915
5929,1,White,0,0,0,0,3,0.0,0.0,False,-0.03503953340230126
443,1,White,0,0,0,0,4,5.0,5.0,False,-0.03508572676237787
1547,1,Non-White,0,0,0,0,3,1.0,4.0,False,-0.035120977833981826
3093,1,White,0,0,0,1,1,1.0,49.0,False,-0.03514445418982515
2509,1,Non-White,0,0,0,0,3,1.0,3.0,False,-0.03517963536295454
2167,1,Non-White,1,0,0,0,22,1.0,1.0,True,-0.03519854607752748
1739,1,Non-White,0,0,0,0,3,1.0,2.0,False,-0.03523820075302897
3383,0,Non-White,0,0,0,0,3,1.0,2.0,False,-0.03523820075302897
4173,1,Non-White,1,1,0,0,5,0.0,0.0,False,-0.035278519464038816
5320,1,Non-White,0,0,0,0,3,1.0,1.0,False,-0.03529667400420511
2507,1,Non-White,0,0,0,0,3,1.0,1.0,False,-0.03529667400420511
2744,1,Non-White,0,0,0,0,3,1.0,1.0,False,-0.03529667400420511
5389,1,White,0,0,0,0,3,1.0,1.0,False,-0.03529667400420511
1282,1,Non-White,0,0,0,0,3,1.0,1.0,False,-0.03529667400420511
14,0,Non-White,0,0,0,0,3,1.0,1.0,False,-0.03529667400420511
105,0,Non-White,0,0,0,0,3,1.0,1.0,False,-0.03529667400420511
4156,1,Non-White,0,0,0,0,3,1.0,1.0,False,-0.03529667400420511
3534,1,White,0,0,0,0,3,1.0,1.0,False,-0.03529667400420511
2692,1,Non-White,0,0,0,0,3,1.0,1.0,False,-0.03529667400420511
1187,0,Non-White,0,0,0,0,3,1.0,1.0,False,-0.03529667400420511
3735,0,Non-White,0,0,0,0,3,1.0,0.0,False,-0.03535505193927957
1109,1,Non-White,0,0,0,0,11,0.0,1.0,True,-0.03545420927985532
1721,1,Non-White,0,0,0,1,3,1.0,1.0,False,-0.03547804783688502
1491,0,Non-White,0,0,0,0,0,1.0,61.0,False,-0.03549664718552581
3899,0,Non-White,0,0,0,0,2,1.0,18.0,False,-0.03553799213323039
5328,1,White,0,0,0,0,0,0.0,54.0,False,-0.03559030478703473
527,0,White,0,0,0,0,2,2.0,22.0,False,-0.03561833725253827
5743,1,Non-White,0,0,0,0,2,1.0,16.0,False,-0.03565387744965065
3612,0,Non-White,0,0,0,2,3,1.0,1.0,False,-0.03565850981219221
1661,1,White,0,0,0,0,1,1.0,37.0,False,-0.03566220489973393
1439,1,White,0,0,0,1,2,0.0,13.0,False,-0.035695854660829696
3875,1,Non-White,0,0,0,0,1,1.0,36.0,False,-0.035719988697774596
5534,1,Non-White,1,0,0,0,13,1.0,4.0,False,-0.035782900502085546
4182,0,Non-White,1,0,0,0,13,1.0,2.0,False,-0.035897972454438154
3295,1,White,0,0,0,0,2,1.0,9.0,False,-0.03605643547347803
5608,1,White,0,0,0,0,1,1.0,30.0,False,-0.03606467078466302
2076,1,Non-White,0,0,0,0,1,1.0,29.0,False,-0.03612176830677161
3759,1,White,0,0,0,0,1,1.0,29.0,False,-0.03612176830677161
4776,1,Non-White,0,0,0,0,0,1.0,50.0,False,-0.03612998455473626
3646,1,White,0,0,0,0,2,0.0,2.0,False,-0.036148574371766884
788,1,White,0,0,0,0,2,0.0,2.0,False,-0.036148574371766884
2425,0,Non-White,0,0,0,0,2,1.0,7.0,False,-0.036170566973627416
4323,1,Non-White,0,0,0,1,2,1.0,10.0,False,-0.03617695315243985
2271,1,Non-White,0,0,0,0,2,0.0,1.0,False,-0.03620552891972295
5556,0,Non-White,0,0,0,0,2,0.0,1.0,False,-0.03620552891972295
4111,1,Non-White,0,0,0,0,2,0.0,1.0,False,-0.03620552891972295
3880,0,Non-White,0,0,0,0,2,1.0,6.0,False,-0.0362274865723462
818,1,Non-White,0,0,0,0,2,1.0,6.0,False,-0.0362274865723462
3311,1,Non-White,0,0,0,0,2,0.0,0.0,False,-0.03626238815157734
2535,1,Non-White,0,0,0,0,2,0.0,0.0,False,-0.03626238815157734
425,1,White,0,0,0,0,2,0.0,0.0,False,-0.03626238815157734
4947,1,Non-White,0,0,0,1,2,1.0,8.0,False,-0.03629066526174185
1997,1,Non-White,0,0,0,1,2,0.0,2.0,False,-0.036325496942498425
1667,1,Non-White,1,0,0,0,8,1.0,100.0,False,-0.03633845040071648
5924,1,Non-White,1,0,0,0,11,1.0,36.0,False,-0.03637062593943963
188,1,Non-White,0,0,0,0,2,1.0,3.0,False,-0.03639763852265521
2252,1,Non-White,0,0,0,0,2,1.0,2.0,False,-0.036454151439340166
221,1,Non-White,0,0,0,0,2,1.0,2.0,False,-0.036454151439340166
3831,1,White,0,0,0,0,2,1.0,2.0,False,-0.036454151439340166
1604,1,Non-White,0,0,0,0,2,1.0,2.0,False,-0.036454151439340166
47,1,Non-White,0,0,0,0,2,1.0,2.0,False,-0.036454151439340166
4536,1,White,0,0,0,0,2,1.0,2.0,False,-0.036454151439340166
5921,1,Non-White,0,0,0,0,2,1.0,2.0,False,-0.036454151439340166
5131,1,White,0,0,0,0,5,16.0,19.0,False,-0.03647431714925187
4695,1,Non-White,0,0,0,0,2,1.0,1.0,False,-0.03651056586272006
4830,1,Non-White,0,0,0,0,2,1.0,1.0,False,-0.03651056586272006
5300,1,Non-White,0,0,0,0,2,1.0,1.0,False,-0.03651056586272006
1731,1,Non-White,0,0,0,0,2,1.0,1.0,False,-0.03651056586272006
3934,1,White,0,0,0,0,2,1.0,1.0,False,-0.03651056586272006
5751,1,Non-White,0,0,0,0,2,1.0,1.0,False,-0.03651056586272006
3595,1,Non-White,0,0,0,0,2,1.0,1.0,False,-0.03651056586272006
1846,1,White,0,0,0,0,2,1.0,1.0,False,-0.03651056586272006
4765,1,Non-White,0,0,0,0,2,1.0,1.0,False,-0.03651056586272006
127,0,Non-White,0,0,0,0,2,1.0,1.0,False,-0.03651056586272006
2715,1,Non-White,0,0,0,0,2,1.0,1.0,False,-0.03651056586272006
976,1,Non-White,0,0,0,0,2,1.0,1.0,False,-0.03651056586272006
5655,1,Non-White,0,0,0,0,2,1.0,1.0,False,-0.03651056586272006
1800,1,White,0,0,0,0,2,1.0,1.0,False,-0.03651056586272006
5175,1,White,0,0,0,0,2,1.0,1.0,False,-0.03651056586272006
605,1,White,0,0,0,0,1,0.0,16.0,False,-0.036553264299068466
5992,1,Non-White,0,0,0,0,1,1.0,21.0,False,-0.03657497730703074
3430,1,Non-White,0,0,0,0,10,0.0,2.0,True,-0.03660635219049979
3090,0,White,0,0,0,2,2,0.0,0.0,False,-0.03661399336465099
2379,1,Non-White,0,0,1,0,5,1.0,1.0,True,-0.03669949826226304
3235,1,Non-White,1,2,0,0,4,1.0,2.0,True,-0.036727365513190335
4600,1,White,1,0,0,0,3,1.0,198.0,False,-0.0367729202553857
4423,1,Non-White,0,0,0,0,2,2.0,1.0,False,-0.03681263847495497
1738,0,Non-White,0,0,0,0,1,1.0,16.0,False,-0.03685491116604922
4966,1,Non-White,0,0,0,2,2,1.0,1.0,False,-0.036859375136811146
4561,1,White,0,0,0,0,0,1.0,37.0,False,-0.03686293678181052
3560,0,Non-White,1,0,0,0,12,0.0,0.0,False,-0.036902165712057844
2157,1,Non-White,0,0,0,0,1,1.0,15.0,False,-0.03691058530103941
2782,1,White,0,0,0,0,1,0.0,9.0,False,-0.036944721174253736
1058,1,Non-White,0,0,0,0,0,1.0,35.0,False,-0.03697415160924855
176,0,Non-White,0,0,0,0,0,0.0,29.0,False,-0.037008211229581534
5969,0,Non-White,1,0,0,0,6,1.0,130.0,False,-0.03702708699491719
4205,0,Non-White,0,0,0,0,0,1.0,34.0,False,-0.037029600162798104
4744,0,White,1,0,0,0,12,1.0,3.0,False,-0.03703462014415315
4977,1,White,1,0,0,0,12,1.0,3.0,False,-0.03703462014415315
3943,1,White,0,0,0,0,2,3.0,2.0,False,-0.037056390341776435
201,1,White,0,0,0,0,1,0.0,6.0,False,-0.03711092068354649
64,1,White,0,0,0,1,1,1.0,14.0,False,-0.03713841620167724
4622,1,Non-White,0,0,0,0,0,1.0,32.0,False,-0.03714018272676167
2635,0,Non-White,1,0,0,0,12,1.0,1.0,False,-0.037145180467692995
4885,1,White,1,0,0,0,4,1.0,170.0,False,-0.03715357146184406
3321,1,White,0,0,0,0,1,1.0,10.0,False,-0.03718738008310929
2912,1,White,1,0,0,0,10,1.0,41.0,False,-0.03727114387326402
1684,1,Non-White,0,0,0,0,1,1.0,8.0,False,-0.03729735262402212
1679,1,Non-White,0,0,0,0,0,1.0,29.0,False,-0.037305254328851234
4445,1,White,0,0,0,0,0,1.0,29.0,False,-0.037305254328851234
399,0,Non-White,0,0,0,0,1,0.0,2.0,False,-0.037331027802745
1268,0,Non-White,1,1,0,1,12,1.0,1.0,True,-0.03735937481138407
3102,1,Non-White,1,0,0,0,11,1.0,18.0,False,-0.037372906520618976
4686,0,Non-White,0,0,0,0,1,0.0,1.0,False,-0.03738579008036247
2419,1,Non-White,0,0,0,0,1,0.0,1.0,False,-0.03738579008036247
21,1,Non-White,0,0,0,0,1,0.0,1.0,False,-0.03738579008036247
3129,1,Non-White,0,0,0,0,1,0.0,1.0,False,-0.03738579008036247
4177,1,Non-White,0,0,0,0,1,0.0,1.0,False,-0.03738579008036247
1040,1,Non-White,0,0,0,0,1,1.0,6.0,False,-0.037406896242477394
6007,1,White,0,0,0,0,1,1.0,6.0,False,-0.037406896242477394
4120,1,Non-White,0,0,0,0,1,0.0,0.0,False,-0.037440441155861315
5549,1,Non-White,0,0,0,0,1,0.0,0.0,False,-0.037440441155861315
478,1,Non-White,0,0,0,0,1,0.0,0.0,False,-0.037440441155861315
4579,0,Non-White,0,0,0,0,1,0.0,0.0,False,-0.037440441155861315
5794,1,Non-White,0,0,0,0,1,0.0,0.0,False,-0.037440441155861315
3280,1,Non-White,0,0,0,0,1,0.0,0.0,False,-0.037440441155861315
5076,1,Non-White,0,0,0,0,1,0.0,0.0,False,-0.037440441155861315
1930,1,Non-White,1,0,0,0,12,2.0,1.0,False,-0.03744079700264091
2402,1,White,0,0,0,0,1,1.0,5.0,False,-0.03746150601433218
5728,0,Non-White,0,0,0,0,1,1.0,5.0,False,-0.03746150601433218
6056,0,White,0,0,0,0,3,7.0,172.0,True,-0.03747611479551605
6146,1,Non-White,1,0,0,0,9,1.0,58.0,False,-0.03749785004390205
1179,0,Non-White,0,1,0,0,1,1.0,5.0,True,-0.03750428388076532
5183,1,Non-White,0,0,0,0,1,1.0,4.0,False,-0.03751600458406834
1934,1,Non-White,0,0,0,0,1,1.0,4.0,False,-0.03751600458406834
5450,0,Non-White,0,0,0,0,1,1.0,4.0,False,-0.03751600458406834
5443,1,Non-White,0,0,0,0,1,1.0,4.0,False,-0.03751600458406834
1952,0,Non-White,0,0,0,0,1,1.0,4.0,False,-0.03751600458406834
4576,1,Non-White,0,0,0,1,1,1.0,7.0,False,-0.03752210799177913
4716,1,Non-White,0,0,0,0,0,1.0,25.0,False,-0.03752384592203306
6084,1,Non-White,0,0,0,1,1,0.0,1.0,False,-0.03755551310821392
3327,1,White,0,0,0,0,1,1.0,3.0,False,-0.037570398306092656
18,0,Non-White,0,0,0,0,1,1.0,3.0,False,-0.037570398306092656
3740,0,Non-White,0,0,0,1,1,0.0,0.0,False,-0.03760982422295012
2033,1,Non-White,0,0,0,0,1,1.0,2.0,False,-0.03762468082599835
4871,1,Non-White,0,0,0,0,1,1.0,2.0,False,-0.03762468082599835
5359,1,Non-White,0,0,0,0,1,1.0,2.0,False,-0.03762468082599835
3035,0,Non-White,0,0,0,0,1,1.0,2.0,False,-0.03762468082599835
2099,1,Non-White,0,0,0,0,1,1.0,2.0,False,-0.03762468082599835
4952,1,Non-White,0,0,0,0,1,1.0,2.0,False,-0.03762468082599835
776,1,Non-White,0,0,0,0,1,1.0,2.0,False,-0.03762468082599835
68,1,Non-White,0,0,0,0,1,1.0,2.0,False,-0.03762468082599835
5671,0,Non-White,0,0,0,0,1,1.0,2.0,False,-0.03762468082599835
264,1,Non-White,0,0,0,0,0,0.0,17.0,False,-0.03766575888861823
134,1,Non-White,0,0,0,0,1,1.0,1.0,False,-0.0376788553209888
4225,1,Non-White,0,0,0,0,1,1.0,1.0,False,-0.0376788553209888
1651,1,White,0,0,0,0,1,1.0,1.0,False,-0.0376788553209888
